Seyonic Pipettor Initializing...,Tue Jul 11 13:21:44 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:23:38 2023,
dispense(pressure=100),Tue Jul 11 13:23:45 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 13:23:45 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:23:50 2023,
dispense(pressure=100),Tue Jul 11 13:23:57 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 13:23:57 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:24:00 2023,
dispense(pressure=100),Tue Jul 11 13:24:07 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 13:24:07 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:24:09 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:24:18 2023,
close_valve(channel=0),Tue Jul 11 13:24:21 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:24:22 2023,
dispense(pressure=100),Tue Jul 11 13:24:24 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 13:24:24 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:24:28 2023,
dispense(pressure=100),Tue Jul 11 13:24:35 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 13:24:35 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:24:38 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:24:41 2023,
close_valve(channel=0),Tue Jul 11 13:24:45 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:24:46 2023,
dispense(pressure=100),Tue Jul 11 13:24:54 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 13:24:54 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:24:58 2023,
dispense(pressure=100),Tue Jul 11 13:25:05 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 13:25:05 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:25:08 2023,
dispense(pressure=100),Tue Jul 11 13:25:15 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 13:25:15 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:25:17 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:25:26 2023,
close_valve(channel=0),Tue Jul 11 13:25:29 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:25:30 2023,
dispense(pressure=100),Tue Jul 11 13:25:32 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 13:25:32 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:25:36 2023,
dispense(pressure=100),Tue Jul 11 13:25:43 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 13:25:43 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:25:46 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:25:49 2023,
close_valve(channel=0),Tue Jul 11 13:25:53 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:25:54 2023,
dispense(pressure=100),Tue Jul 11 13:26:01 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 13:26:01 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:26:06 2023,
dispense(pressure=100),Tue Jul 11 13:26:13 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 13:26:13 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:26:16 2023,
dispense(pressure=100),Tue Jul 11 13:26:23 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 13:26:23 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:26:25 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:46:57 2023,
close_valve(channel=0),Tue Jul 11 13:47:01 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:47:02 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:47:15 2023,
close_valve(channel=0),Tue Jul 11 13:47:16 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:47:17 2023,
dispense(pressure=20),Tue Jul 11 13:47:24 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:47:24 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:47:29 2023,
dispense(pressure=20),Tue Jul 11 13:47:31 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:47:31 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:47:37 2023,
dispense(pressure=20),Tue Jul 11 13:47:39 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:47:39 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:47:44 2023,
dispense(pressure=20),Tue Jul 11 13:47:46 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:47:46 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:47:52 2023,
dispense(pressure=20),Tue Jul 11 13:47:54 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:47:54 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:48:00 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:48:10 2023,
close_valve(channel=0),Tue Jul 11 13:48:15 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:48:16 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:48:29 2023,
close_valve(channel=0),Tue Jul 11 13:48:30 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:48:31 2023,
dispense(pressure=20),Tue Jul 11 13:48:37 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:48:37 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:48:42 2023,
dispense(pressure=20),Tue Jul 11 13:48:45 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:48:45 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:48:50 2023,
dispense(pressure=20),Tue Jul 11 13:48:52 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:48:52 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:48:58 2023,
dispense(pressure=20),Tue Jul 11 13:49:00 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:49:00 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:49:06 2023,
dispense(pressure=20),Tue Jul 11 13:49:08 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:49:08 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:49:13 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:49:24 2023,
close_valve(channel=0),Tue Jul 11 13:49:28 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:49:29 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:49:42 2023,
close_valve(channel=0),Tue Jul 11 13:49:43 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:49:44 2023,
dispense(pressure=20),Tue Jul 11 13:49:50 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:49:50 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:49:56 2023,
dispense(pressure=20),Tue Jul 11 13:49:58 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:49:58 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:50:03 2023,
dispense(pressure=20),Tue Jul 11 13:50:05 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:50:05 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:50:11 2023,
dispense(pressure=20),Tue Jul 11 13:50:13 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:50:13 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:50:19 2023,
dispense(pressure=20),Tue Jul 11 13:50:21 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:50:21 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:50:26 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:50:36 2023,
close_valve(channel=0),Tue Jul 11 13:50:41 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:50:42 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:50:55 2023,
close_valve(channel=0),Tue Jul 11 13:50:56 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:50:57 2023,
dispense(pressure=20),Tue Jul 11 13:51:03 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:51:03 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:51:08 2023,
dispense(pressure=20),Tue Jul 11 13:51:11 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:51:11 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:51:16 2023,
dispense(pressure=20),Tue Jul 11 13:51:18 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:51:18 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:51:24 2023,
dispense(pressure=20),Tue Jul 11 13:51:26 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:51:26 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:51:32 2023,
dispense(pressure=20),Tue Jul 11 13:51:34 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:51:34 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:51:39 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:51:50 2023,
close_valve(channel=0),Tue Jul 11 13:51:54 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:51:55 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:52:08 2023,
close_valve(channel=0),Tue Jul 11 13:52:09 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:52:10 2023,
dispense(pressure=20),Tue Jul 11 13:52:16 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:52:16 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:52:22 2023,
dispense(pressure=20),Tue Jul 11 13:52:24 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:52:24 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:52:30 2023,
dispense(pressure=20),Tue Jul 11 13:52:32 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:52:32 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:52:37 2023,
dispense(pressure=20),Tue Jul 11 13:52:39 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:52:39 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:52:45 2023,
dispense(pressure=20),Tue Jul 11 13:52:47 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:52:47 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:52:53 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:53:03 2023,
close_valve(channel=0),Tue Jul 11 13:53:07 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:53:08 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:53:21 2023,
close_valve(channel=0),Tue Jul 11 13:53:23 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:53:24 2023,
dispense(pressure=20),Tue Jul 11 13:53:30 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:53:30 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:53:35 2023,
dispense(pressure=20),Tue Jul 11 13:53:37 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:53:37 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:53:43 2023,
dispense(pressure=20),Tue Jul 11 13:53:45 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:53:45 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:53:51 2023,
dispense(pressure=20),Tue Jul 11 13:53:53 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:53:53 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:53:58 2023,
dispense(pressure=20),Tue Jul 11 13:54:01 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:54:01 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:54:06 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:54:17 2023,
close_valve(channel=0),Tue Jul 11 13:54:21 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:54:22 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:54:35 2023,
close_valve(channel=0),Tue Jul 11 13:54:36 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:54:37 2023,
dispense(pressure=20),Tue Jul 11 13:54:43 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:54:43 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:54:49 2023,
dispense(pressure=20),Tue Jul 11 13:54:51 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:54:51 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:54:57 2023,
dispense(pressure=20),Tue Jul 11 13:54:59 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:54:59 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:55:04 2023,
dispense(pressure=20),Tue Jul 11 13:55:06 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:55:06 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:55:12 2023,
dispense(pressure=20),Tue Jul 11 13:55:14 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:55:14 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:55:20 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:55:30 2023,
close_valve(channel=0),Tue Jul 11 13:55:34 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:55:35 2023,
dispense(pressure=200),Tue Jul 11 13:55:38 2023,
set_pressure(pressure=200; direction=1),Tue Jul 11 13:55:38 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:55:42 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:55:44 2023,
close_valve(channel=0),Tue Jul 11 13:55:48 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:55:49 2023,
dispense(pressure=200),Tue Jul 11 13:55:51 2023,
set_pressure(pressure=200; direction=1),Tue Jul 11 13:55:51 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:55:54 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:55:56 2023,
close_valve(channel=0),Tue Jul 11 13:56:00 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:56:01 2023,
dispense(pressure=200),Tue Jul 11 13:56:03 2023,
set_pressure(pressure=200; direction=1),Tue Jul 11 13:56:03 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:56:06 2023,
dispense(pressure=200),Tue Jul 11 13:56:11 2023,
set_pressure(pressure=200; direction=1),Tue Jul 11 13:56:11 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:56:13 2023,
dispense(pressure=200),Tue Jul 11 13:56:16 2023,
set_pressure(pressure=200; direction=1),Tue Jul 11 13:56:16 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:56:18 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:56:25 2023,
close_valve(channel=0),Tue Jul 11 13:56:29 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:56:30 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:56:43 2023,
close_valve(channel=0),Tue Jul 11 13:56:45 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:56:46 2023,
dispense(pressure=20),Tue Jul 11 13:56:52 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:56:52 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:56:57 2023,
dispense(pressure=20),Tue Jul 11 13:56:59 2023,
set_pressure(pressure=20; direction=1),Tue Jul 11 13:56:59 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:57:05 2023,
dispense(pressure=100),Tue Jul 11 13:57:15 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 13:57:15 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:57:19 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:59:30 2023,
close_valve(channel=0),Tue Jul 11 13:59:32 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:59:34 2023,
dispense(pressure=100),Tue Jul 11 13:59:41 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 13:59:41 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:59:44 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:59:46 2023,
close_valve(channel=0),Tue Jul 11 13:59:49 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 13:59:50 2023,
dispense(pressure=100),Tue Jul 11 13:59:52 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 13:59:52 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 13:59:56 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 13:59:58 2023,
close_valve(channel=0),Tue Jul 11 14:00:01 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 14:00:02 2023,
dispense(pressure=100),Tue Jul 11 14:00:04 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:00:04 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:00:07 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 14:00:10 2023,
close_valve(channel=0),Tue Jul 11 14:00:14 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 14:00:15 2023,
dispense(pressure=100),Tue Jul 11 14:00:34 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:00:34 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:00:38 2023,
dispense(pressure=100),Tue Jul 11 14:00:43 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:00:43 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:00:45 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 14:02:56 2023,
close_valve(channel=0),Tue Jul 11 14:03:00 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 14:03:01 2023,
dispense(pressure=100),Tue Jul 11 14:03:09 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:03:09 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:03:14 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 14:03:46 2023,
close_valve(channel=0),Tue Jul 11 14:03:48 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 14:03:49 2023,
dispense(pressure=100),Tue Jul 11 14:03:58 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:03:58 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:04:00 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 14:04:12 2023,
close_valve(channel=0),Tue Jul 11 14:04:14 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 14:04:15 2023,
dispense(pressure=100),Tue Jul 11 14:04:16 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:04:16 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:04:19 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 14:04:21 2023,
close_valve(channel=0),Tue Jul 11 14:04:23 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 14:04:24 2023,
dispense(pressure=100),Tue Jul 11 14:04:25 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:04:25 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:04:27 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 14:04:29 2023,
close_valve(channel=0),Tue Jul 11 14:04:31 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 14:04:32 2023,
dispense(pressure=100),Tue Jul 11 14:04:33 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:04:33 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:04:36 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 14:04:58 2023,
close_valve(channel=0),Tue Jul 11 14:05:00 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 14:05:01 2023,
dispense(pressure=100),Tue Jul 11 14:05:02 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:05:02 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:05:04 2023,
dispense(pressure=100),Tue Jul 11 14:05:27 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:05:27 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:05:29 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 14:07:32 2023,
close_valve(channel=0),Tue Jul 11 14:07:34 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 14:07:35 2023,
dispense(pressure=100),Tue Jul 11 14:07:44 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:07:44 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:07:47 2023,
dispense(pressure=100),Tue Jul 11 14:07:54 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:07:54 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:07:56 2023,
dispense(pressure=100),Tue Jul 11 14:08:03 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:08:03 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:08:06 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 14:08:15 2023,
close_valve(channel=0),Tue Jul 11 14:08:18 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 14:08:19 2023,
dispense(pressure=100),Tue Jul 11 14:08:28 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:08:28 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:08:31 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 14:08:33 2023,
close_valve(channel=0),Tue Jul 11 14:08:36 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 14:08:37 2023,
dispense(pressure=100),Tue Jul 11 14:08:38 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:08:38 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:08:41 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 14:08:53 2023,
close_valve(channel=0),Tue Jul 11 14:08:56 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 14:08:57 2023,
dispense(pressure=100),Tue Jul 11 14:09:06 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:09:06 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:09:10 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 14:09:41 2023,
close_valve(channel=0),Tue Jul 11 14:09:44 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 14:09:45 2023,
dispense(pressure=100),Tue Jul 11 14:09:54 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:09:54 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:09:57 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 14:10:09 2023,
close_valve(channel=0),Tue Jul 11 14:10:12 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 14:10:13 2023,
dispense(pressure=100),Tue Jul 11 14:10:14 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:10:14 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:10:17 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 14:10:29 2023,
close_valve(channel=0),Tue Jul 11 14:10:32 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 14:10:33 2023,
dispense(pressure=100),Tue Jul 11 14:10:43 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:10:43 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:10:46 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 14:11:19 2023,
close_valve(channel=0),Tue Jul 11 14:11:21 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 14:11:22 2023,
dispense(pressure=100),Tue Jul 11 14:11:32 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:11:32 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:11:34 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 14:11:46 2023,
close_valve(channel=0),Tue Jul 11 14:11:47 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 14:11:48 2023,
dispense(pressure=100),Tue Jul 11 14:11:59 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:11:59 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:12:00 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 14:17:33 2023,
close_valve(channel=0),Tue Jul 11 14:17:35 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 14:17:36 2023,
dispense(pressure=100),Tue Jul 11 14:17:46 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:17:46 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:17:48 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 14:17:50 2023,
close_valve(channel=0),Tue Jul 11 14:17:51 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 14:17:52 2023,
dispense(pressure=100),Tue Jul 11 14:17:53 2023,
set_pressure(pressure=100; direction=1),Tue Jul 11 14:17:53 2023,
set_pressure(pressure=0; direction=1),Tue Jul 11 14:17:55 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 11 14:17:57 2023,
close_valve(channel=0),Tue Jul 11 14:17:59 2023,
set_pressure(pressure=0; direction=2),Tue Jul 11 14:18:00 2023,
dispense(pressure=100),Tue Jul 11 14:18:01 2023,
