Seyonic Pipettor Initializing...,Tue Aug  1 12:58:27 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  1 13:12:51 2023,
close_valve(channel=0),Tue Aug  1 13:12:53 2023,
set_pressure(pressure=0; direction=2),Tue Aug  1 13:12:54 2023,
dispense(pressure=100),Tue Aug  1 13:13:05 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 13:13:05 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 13:13:07 2023,
dispense(pressure=100),Tue Aug  1 13:13:11 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 13:13:11 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 13:13:14 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  1 13:13:45 2023,
close_valve(channel=0),Tue Aug  1 13:13:47 2023,
set_pressure(pressure=0; direction=2),Tue Aug  1 13:13:48 2023,
dispense(pressure=100),Tue Aug  1 13:13:57 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 13:13:57 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 13:13:59 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  1 13:14:21 2023,
close_valve(channel=0),Tue Aug  1 13:14:23 2023,
set_pressure(pressure=0; direction=2),Tue Aug  1 13:14:24 2023,
dispense(pressure=100),Tue Aug  1 13:14:33 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 13:14:33 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 13:14:36 2023,
dispense(pressure=100),Tue Aug  1 13:14:40 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 13:14:40 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 13:14:42 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  1 13:14:51 2023,
close_valve(channel=0),Tue Aug  1 13:14:53 2023,
set_pressure(pressure=0; direction=2),Tue Aug  1 13:14:54 2023,
dispense(pressure=100),Tue Aug  1 13:15:03 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 13:15:03 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 13:15:05 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  1 13:15:28 2023,
close_valve(channel=0),Tue Aug  1 13:15:29 2023,
set_pressure(pressure=0; direction=2),Tue Aug  1 13:15:30 2023,
dispense(pressure=100),Tue Aug  1 13:15:40 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 13:15:40 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 13:15:42 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  1 13:16:15 2023,
close_valve(channel=4),Tue Aug  1 13:16:16 2023,
set_pressure(pressure=0; direction=2),Tue Aug  1 13:16:17 2023,
close_valve(channel=0),Tue Aug  1 13:16:18 2023,
set_pressure(pressure=0; direction=2),Tue Aug  1 13:16:19 2023,
dispense(pressure=100),Tue Aug  1 13:16:29 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 13:16:29 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 13:16:31 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  1 13:16:43 2023,
close_valve(channel=0),Tue Aug  1 13:16:44 2023,
set_pressure(pressure=0; direction=2),Tue Aug  1 13:16:45 2023,
dispense(pressure=100),Tue Aug  1 13:16:56 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 13:16:56 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 13:16:58 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  1 13:20:31 2023,
close_valve(channel=0),Tue Aug  1 13:20:32 2023,
set_pressure(pressure=0; direction=2),Tue Aug  1 13:20:33 2023,
dispense(pressure=100),Tue Aug  1 13:20:43 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 13:20:43 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 13:20:45 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  1 13:20:48 2023,
close_valve(channel=0),Tue Aug  1 13:20:49 2023,
set_pressure(pressure=0; direction=2),Tue Aug  1 13:20:50 2023,
dispense(pressure=100),Tue Aug  1 13:20:51 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 13:20:51 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 13:20:53 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  1 13:20:55 2023,
close_valve(channel=0),Tue Aug  1 13:20:56 2023,
set_pressure(pressure=0; direction=2),Tue Aug  1 13:20:57 2023,
dispense(pressure=100),Tue Aug  1 13:20:58 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 13:20:58 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 13:21:00 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  1 13:21:02 2023,
close_valve(channel=0),Tue Aug  1 13:21:04 2023,
set_pressure(pressure=0; direction=2),Tue Aug  1 13:21:05 2023,
dispense(pressure=100),Tue Aug  1 13:21:06 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 13:21:06 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 13:21:08 2023,
set_pressure(pressure=-8; direction=None),Tue Aug  1 13:21:10 2023,
close_valve(channel=0),Tue Aug  1 13:21:11 2023,
set_pressure(pressure=0; direction=2),Tue Aug  1 13:21:12 2023,
dispense(pressure=20),Tue Aug  1 13:21:14 2023,
set_pressure(pressure=20; direction=1),Tue Aug  1 13:21:14 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 13:21:16 2023,
dispense(pressure=20),Tue Aug  1 13:21:21 2023,
set_pressure(pressure=20; direction=1),Tue Aug  1 13:21:21 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 13:21:23 2023,
dispense(pressure=100),Tue Aug  1 13:22:29 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 13:22:29 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 13:22:31 2023,
