Seyonic Pipettor Initializing...,Fri Sep 22 09:49:55 2023,
close_valve(channel=0),Fri Sep 22 10:14:24 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 10:14:25 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 10:14:30 2023,
close_valve(channel=0),Fri Sep 22 10:14:31 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 10:14:32 2023,
dispense(pressure=100),Fri Sep 22 10:15:25 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:15:25 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:15:28 2023,
dispense(pressure=100),Fri Sep 22 10:15:35 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:15:35 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:15:37 2023,
dispense(pressure=100),Fri Sep 22 10:15:44 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:15:44 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:15:46 2023,
dispense(pressure=100),Fri Sep 22 10:15:53 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:15:53 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:15:56 2023,
dispense(pressure=100),Fri Sep 22 10:16:03 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:16:03 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:16:05 2023,
dispense(pressure=100),Fri Sep 22 10:16:16 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:16:16 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:16:18 2023,
dispense(pressure=100),Fri Sep 22 10:16:23 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:16:23 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:16:25 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 10:16:34 2023,
close_valve(channel=0),Fri Sep 22 10:16:38 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 10:16:39 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 10:16:44 2023,
close_valve(channel=0),Fri Sep 22 10:16:45 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 10:16:46 2023,
dispense(pressure=100),Fri Sep 22 10:17:39 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:17:39 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:17:42 2023,
dispense(pressure=100),Fri Sep 22 10:17:49 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:17:49 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:17:51 2023,
dispense(pressure=100),Fri Sep 22 10:17:58 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:17:58 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:18:00 2023,
dispense(pressure=100),Fri Sep 22 10:18:08 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:18:08 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:18:10 2023,
dispense(pressure=100),Fri Sep 22 10:18:17 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:18:17 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:18:19 2023,
dispense(pressure=100),Fri Sep 22 10:18:30 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:18:30 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:18:33 2023,
dispense(pressure=100),Fri Sep 22 10:18:38 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:18:38 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:18:40 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 10:18:48 2023,
close_valve(channel=0),Fri Sep 22 10:18:52 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 10:18:53 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 10:18:58 2023,
close_valve(channel=0),Fri Sep 22 10:18:59 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 10:19:00 2023,
dispense(pressure=100),Fri Sep 22 10:19:53 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:19:53 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:19:56 2023,
dispense(pressure=100),Fri Sep 22 10:20:03 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:20:03 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:20:05 2023,
dispense(pressure=100),Fri Sep 22 10:20:12 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:20:12 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:20:15 2023,
dispense(pressure=100),Fri Sep 22 10:20:22 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:20:22 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:20:24 2023,
dispense(pressure=100),Fri Sep 22 10:20:31 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:20:31 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:20:34 2023,
dispense(pressure=100),Fri Sep 22 10:20:44 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:20:44 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:20:46 2023,
dispense(pressure=100),Fri Sep 22 10:20:51 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:20:51 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:20:53 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 10:21:02 2023,
close_valve(channel=0),Fri Sep 22 10:21:06 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 10:21:07 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 10:21:12 2023,
close_valve(channel=0),Fri Sep 22 10:21:13 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 10:21:14 2023,
dispense(pressure=100),Fri Sep 22 10:22:07 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:22:07 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:22:10 2023,
dispense(pressure=100),Fri Sep 22 10:22:17 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:22:17 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:22:19 2023,
dispense(pressure=100),Fri Sep 22 10:22:26 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:22:26 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:22:29 2023,
dispense(pressure=100),Fri Sep 22 10:22:36 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:22:36 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:22:38 2023,
dispense(pressure=100),Fri Sep 22 10:22:45 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:22:45 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:22:48 2023,
dispense(pressure=100),Fri Sep 22 10:22:58 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:22:58 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:23:01 2023,
dispense(pressure=100),Fri Sep 22 10:23:06 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:23:06 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:23:08 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 10:23:16 2023,
close_valve(channel=0),Fri Sep 22 10:23:21 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 10:23:22 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 10:23:27 2023,
close_valve(channel=0),Fri Sep 22 10:23:28 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 10:23:29 2023,
dispense(pressure=100),Fri Sep 22 10:24:22 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:24:22 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:24:24 2023,
dispense(pressure=100),Fri Sep 22 10:24:31 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:24:31 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:24:34 2023,
dispense(pressure=100),Fri Sep 22 10:24:41 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:24:41 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:24:43 2023,
dispense(pressure=100),Fri Sep 22 10:24:50 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:24:50 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:24:52 2023,
dispense(pressure=100),Fri Sep 22 10:24:59 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:24:59 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:25:02 2023,
dispense(pressure=100),Fri Sep 22 10:25:13 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:25:13 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:25:15 2023,
dispense(pressure=100),Fri Sep 22 10:25:20 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:25:20 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:25:22 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 10:25:31 2023,
close_valve(channel=0),Fri Sep 22 10:25:35 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 10:25:36 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 10:25:41 2023,
close_valve(channel=0),Fri Sep 22 10:25:42 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 10:25:43 2023,
dispense(pressure=100),Fri Sep 22 10:26:36 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:26:36 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:26:38 2023,
dispense(pressure=100),Fri Sep 22 10:26:45 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:26:45 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:26:48 2023,
dispense(pressure=100),Fri Sep 22 10:26:55 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:26:55 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:26:57 2023,
dispense(pressure=100),Fri Sep 22 10:27:04 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:27:04 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:27:06 2023,
dispense(pressure=100),Fri Sep 22 10:27:14 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:27:14 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:27:16 2023,
dispense(pressure=100),Fri Sep 22 10:27:27 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:27:27 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:27:29 2023,
dispense(pressure=100),Fri Sep 22 10:27:34 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:27:34 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:27:36 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 10:27:45 2023,
close_valve(channel=0),Fri Sep 22 10:27:50 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 10:27:51 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 10:27:55 2023,
close_valve(channel=0),Fri Sep 22 10:27:56 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 10:27:57 2023,
dispense(pressure=100),Fri Sep 22 10:28:50 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:28:50 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:28:53 2023,
dispense(pressure=100),Fri Sep 22 10:29:00 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:29:00 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:29:02 2023,
dispense(pressure=100),Fri Sep 22 10:29:09 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:29:09 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:29:11 2023,
dispense(pressure=100),Fri Sep 22 10:29:19 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:29:19 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:29:21 2023,
dispense(pressure=100),Fri Sep 22 10:29:28 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:29:28 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:29:30 2023,
dispense(pressure=100),Fri Sep 22 10:29:41 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:29:41 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:29:43 2023,
dispense(pressure=100),Fri Sep 22 10:29:48 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:29:48 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:29:50 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 10:29:59 2023,
close_valve(channel=0),Fri Sep 22 10:30:04 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 10:30:05 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 10:30:09 2023,
close_valve(channel=0),Fri Sep 22 10:30:10 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 10:30:11 2023,
dispense(pressure=100),Fri Sep 22 10:31:04 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:31:04 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:31:07 2023,
dispense(pressure=100),Fri Sep 22 10:31:14 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:31:14 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:31:16 2023,
dispense(pressure=100),Fri Sep 22 10:31:23 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:31:23 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:31:25 2023,
dispense(pressure=100),Fri Sep 22 10:31:32 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:31:32 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:31:35 2023,
dispense(pressure=100),Fri Sep 22 10:31:42 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:31:42 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:31:44 2023,
dispense(pressure=100),Fri Sep 22 10:31:55 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:31:55 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:31:57 2023,
dispense(pressure=100),Fri Sep 22 10:32:02 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:32:02 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:32:04 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 10:32:13 2023,
close_valve(channel=0),Fri Sep 22 10:32:17 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 10:32:18 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 10:32:23 2023,
close_valve(channel=0),Fri Sep 22 10:32:24 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 10:32:25 2023,
dispense(pressure=100),Fri Sep 22 10:33:18 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:33:18 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:33:20 2023,
dispense(pressure=100),Fri Sep 22 10:33:27 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:33:27 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:33:30 2023,
dispense(pressure=100),Fri Sep 22 10:33:37 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:33:37 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:33:39 2023,
dispense(pressure=100),Fri Sep 22 10:33:46 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:33:46 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:33:49 2023,
dispense(pressure=100),Fri Sep 22 10:33:56 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:33:56 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:33:58 2023,
dispense(pressure=100),Fri Sep 22 10:34:09 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:34:09 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:34:11 2023,
dispense(pressure=100),Fri Sep 22 10:34:16 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:34:16 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:34:18 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 10:34:20 2023,
close_valve(channel=0),Fri Sep 22 10:34:24 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 10:34:25 2023,
dispense(pressure=100),Fri Sep 22 10:34:33 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:34:33 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:34:37 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 10:34:40 2023,
close_valve(channel=0),Fri Sep 22 10:34:43 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 10:34:44 2023,
dispense(pressure=100),Fri Sep 22 10:34:46 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:34:46 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:34:50 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 10:34:52 2023,
close_valve(channel=0),Fri Sep 22 10:34:55 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 10:34:56 2023,
dispense(pressure=100),Fri Sep 22 10:34:58 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:34:58 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:35:02 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 10:35:05 2023,
close_valve(channel=0),Fri Sep 22 10:35:08 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 10:35:09 2023,
dispense(pressure=100),Fri Sep 22 10:35:11 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:35:11 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:35:15 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 10:35:18 2023,
close_valve(channel=0),Fri Sep 22 10:35:22 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 10:35:23 2023,
dispense(pressure=100),Fri Sep 22 10:35:30 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 10:35:30 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 10:35:42 2023,
