Seyonic Pipettor Initializing...,Fri Sep 15 12:24:37 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 12:27:24 2023,
close_valve(channel=0),Fri Sep 15 12:27:26 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 12:27:27 2023,
dispense(pressure=100),Fri Sep 15 12:27:29 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:27:29 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:27:32 2023,
dispense(pressure=100),Fri Sep 15 12:27:38 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:27:38 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:27:40 2023,
dispense(pressure=100),Fri Sep 15 12:27:44 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:27:44 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:27:46 2023,
dispense(pressure=100),Fri Sep 15 12:27:50 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:27:50 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:27:53 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 12:28:29 2023,
close_valve(channel=0),Fri Sep 15 12:28:30 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 12:28:31 2023,
dispense(pressure=100),Fri Sep 15 12:28:33 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:28:33 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:28:36 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 12:28:39 2023,
close_valve(channel=0),Fri Sep 15 12:28:41 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 12:28:42 2023,
dispense(pressure=100),Fri Sep 15 12:28:44 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:28:44 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:28:46 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 12:28:49 2023,
close_valve(channel=0),Fri Sep 15 12:28:51 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 12:28:52 2023,
dispense(pressure=100),Fri Sep 15 12:28:54 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:28:54 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:28:57 2023,
dispense(pressure=100),Fri Sep 15 12:29:02 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:29:02 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:29:04 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 12:31:39 2023,
close_valve(channel=0),Fri Sep 15 12:31:41 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 12:31:42 2023,
dispense(pressure=100),Fri Sep 15 12:31:51 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:31:51 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:31:54 2023,
dispense(pressure=100),Fri Sep 15 12:31:59 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:31:59 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:32:01 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 12:32:13 2023,
close_valve(channel=0),Fri Sep 15 12:32:15 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 12:32:16 2023,
dispense(pressure=100),Fri Sep 15 12:32:28 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:32:28 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:32:30 2023,
dispense(pressure=100),Fri Sep 15 12:32:34 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:32:34 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:32:37 2023,
dispense(pressure=100),Fri Sep 15 12:32:41 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:32:41 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:32:43 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 12:32:46 2023,
close_valve(channel=0),Fri Sep 15 12:32:47 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 12:32:48 2023,
dispense(pressure=200),Fri Sep 15 12:32:55 2023,
set_pressure(pressure=200; direction=1),Fri Sep 15 12:32:55 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:32:57 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 12:33:04 2023,
close_valve(channel=0),Fri Sep 15 12:33:06 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 12:33:07 2023,
dispense(pressure=200),Fri Sep 15 12:33:13 2023,
set_pressure(pressure=200; direction=1),Fri Sep 15 12:33:13 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:33:15 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 12:33:22 2023,
close_valve(channel=0),Fri Sep 15 12:33:24 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 12:33:25 2023,
dispense(pressure=200),Fri Sep 15 12:33:31 2023,
set_pressure(pressure=200; direction=1),Fri Sep 15 12:33:31 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:33:33 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 12:33:40 2023,
close_valve(channel=0),Fri Sep 15 12:33:42 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 12:33:43 2023,
dispense(pressure=200),Fri Sep 15 12:33:49 2023,
set_pressure(pressure=200; direction=1),Fri Sep 15 12:33:49 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:33:51 2023,
dispense(pressure=100),Fri Sep 15 12:34:01 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:34:01 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:34:04 2023,
dispense(pressure=100),Fri Sep 15 12:34:08 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:34:08 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:34:10 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 12:40:37 2023,
close_valve(channel=0),Fri Sep 15 12:40:39 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 12:40:40 2023,
dispense(pressure=100),Fri Sep 15 12:40:51 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:40:51 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:40:54 2023,
dispense(pressure=100),Fri Sep 15 12:40:58 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:40:58 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:41:00 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 12:41:11 2023,
close_valve(channel=0),Fri Sep 15 12:41:13 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 12:41:14 2023,
dispense(pressure=100),Fri Sep 15 12:41:25 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:41:25 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:41:28 2023,
dispense(pressure=100),Fri Sep 15 12:41:32 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:41:32 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:41:34 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 12:42:07 2023,
close_valve(channel=0),Fri Sep 15 12:42:09 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 12:42:10 2023,
dispense(pressure=100),Fri Sep 15 12:42:19 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:42:19 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:42:22 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 12:42:44 2023,
close_valve(channel=0),Fri Sep 15 12:42:46 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 12:42:47 2023,
dispense(pressure=100),Fri Sep 15 12:42:56 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:42:56 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:42:59 2023,
dispense(pressure=100),Fri Sep 15 12:43:03 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:43:03 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:43:05 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 12:43:15 2023,
close_valve(channel=0),Fri Sep 15 12:43:16 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 12:43:17 2023,
dispense(pressure=100),Fri Sep 15 12:43:26 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:43:26 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:43:29 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 12:43:52 2023,
close_valve(channel=0),Fri Sep 15 12:43:53 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 12:43:54 2023,
dispense(pressure=100),Fri Sep 15 12:44:04 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:44:04 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:44:07 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 12:44:42 2023,
close_valve(channel=0),Fri Sep 15 12:44:43 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 12:44:44 2023,
dispense(pressure=100),Fri Sep 15 12:44:54 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:44:54 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:44:57 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 12:45:08 2023,
close_valve(channel=0),Fri Sep 15 12:45:09 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 12:45:10 2023,
dispense(pressure=100),Fri Sep 15 12:45:21 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:45:21 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:45:23 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 12:48:58 2023,
close_valve(channel=0),Fri Sep 15 12:48:59 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 12:49:00 2023,
dispense(pressure=100),Fri Sep 15 12:49:10 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:49:10 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:49:12 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 12:49:14 2023,
close_valve(channel=0),Fri Sep 15 12:49:16 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 12:49:17 2023,
dispense(pressure=100),Fri Sep 15 12:49:18 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:49:18 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:49:20 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 12:49:22 2023,
close_valve(channel=0),Fri Sep 15 12:49:23 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 12:49:24 2023,
dispense(pressure=100),Fri Sep 15 12:49:25 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:49:25 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:49:27 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 12:49:29 2023,
close_valve(channel=0),Fri Sep 15 12:49:31 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 12:49:32 2023,
dispense(pressure=100),Fri Sep 15 12:49:33 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 12:49:33 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 12:49:35 2023,
set_pressure(pressure=-8; direction=None),Fri Sep 15 12:49:37 2023,
close_valve(channel=0),Fri Sep 15 12:49:38 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 12:49:39 2023,
