Seyonic Pipettor Initializing...,Fri Sep 22 11:21:20 2023,
close_valve(channel=0),Fri Sep 22 11:25:18 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 11:25:20 2023,
dispense(pressure=100),Fri Sep 22 11:25:22 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 11:25:22 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 11:25:24 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 11:25:27 2023,
close_valve(channel=0),Fri Sep 22 11:25:29 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 11:25:30 2023,
dispense(pressure=100),Fri Sep 22 11:25:32 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 11:25:32 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 11:25:34 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 11:25:37 2023,
close_valve(channel=0),Fri Sep 22 11:25:39 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 11:25:40 2023,
dispense(pressure=100),Fri Sep 22 11:25:42 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 11:25:42 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 11:25:45 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 11:25:48 2023,
close_valve(channel=0),Fri Sep 22 11:25:49 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 11:25:50 2023,
dispense(pressure=100),Fri Sep 22 11:25:52 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 11:25:52 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 11:25:55 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 11:25:58 2023,
close_valve(channel=0),Fri Sep 22 11:26:00 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 11:26:01 2023,
dispense(pressure=100),Fri Sep 22 11:26:03 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 11:26:03 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 11:26:05 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 11:26:08 2023,
close_valve(channel=0),Fri Sep 22 11:26:10 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 11:26:11 2023,
dispense(pressure=100),Fri Sep 22 11:26:13 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 11:26:13 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 11:26:16 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 11:26:19 2023,
close_valve(channel=0),Fri Sep 22 11:26:20 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 11:26:21 2023,
dispense(pressure=100),Fri Sep 22 11:26:23 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 11:26:23 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 11:26:26 2023,
dispense(pressure=100),Fri Sep 22 11:26:32 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 11:26:32 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 11:26:34 2023,
dispense(pressure=100),Fri Sep 22 11:26:38 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 11:26:38 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 11:26:41 2023,
dispense(pressure=100),Fri Sep 22 11:26:45 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 11:26:45 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 11:26:47 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 11:27:29 2023,
close_valve(channel=0),Fri Sep 22 11:27:31 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 11:27:32 2023,
dispense(pressure=100),Fri Sep 22 11:27:41 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 11:27:41 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 11:27:44 2023,
dispense(pressure=100),Fri Sep 22 11:27:48 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 11:27:48 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 11:27:49 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 11:27:52 2023,
close_valve(channel=0),Fri Sep 22 11:27:54 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 11:27:55 2023,
dispense(pressure=200),Fri Sep 22 11:27:57 2023,
set_pressure(pressure=200; direction=1),Fri Sep 22 11:27:57 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 11:27:59 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 11:28:02 2023,
close_valve(channel=0),Fri Sep 22 11:28:04 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 11:28:05 2023,
dispense(pressure=200),Fri Sep 22 11:28:07 2023,
set_pressure(pressure=200; direction=1),Fri Sep 22 11:28:07 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 11:28:09 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 11:28:12 2023,
close_valve(channel=0),Fri Sep 22 11:28:14 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 11:28:15 2023,
dispense(pressure=200),Fri Sep 22 11:28:17 2023,
set_pressure(pressure=200; direction=1),Fri Sep 22 11:28:17 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 11:28:19 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 11:28:22 2023,
close_valve(channel=0),Fri Sep 22 11:28:24 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 11:28:25 2023,
dispense(pressure=200),Fri Sep 22 11:28:27 2023,
set_pressure(pressure=200; direction=1),Fri Sep 22 11:28:27 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 11:28:29 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 11:28:32 2023,
close_valve(channel=0),Fri Sep 22 11:28:34 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 11:28:35 2023,
dispense(pressure=200),Fri Sep 22 11:28:37 2023,
set_pressure(pressure=200; direction=1),Fri Sep 22 11:28:37 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 11:28:39 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 11:28:42 2023,
close_valve(channel=0),Fri Sep 22 11:28:44 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 11:28:45 2023,
dispense(pressure=200),Fri Sep 22 11:28:47 2023,
set_pressure(pressure=200; direction=1),Fri Sep 22 11:28:47 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 11:28:49 2023,
dispense(pressure=200),Fri Sep 22 11:28:55 2023,
set_pressure(pressure=200; direction=1),Fri Sep 22 11:28:55 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 11:28:57 2023,
dispense(pressure=200),Fri Sep 22 11:29:01 2023,
set_pressure(pressure=200; direction=1),Fri Sep 22 11:29:01 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 11:29:03 2023,
dispense(pressure=200),Fri Sep 22 11:29:07 2023,
set_pressure(pressure=200; direction=1),Fri Sep 22 11:29:07 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 11:29:09 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 11:29:52 2023,
close_valve(channel=0),Fri Sep 22 11:29:53 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 11:29:54 2023,
dispense(pressure=100),Fri Sep 22 11:30:05 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 11:30:05 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 11:30:07 2023,
dispense(pressure=100),Fri Sep 22 11:30:11 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 11:30:11 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 11:30:13 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 22 11:30:25 2023,
close_valve(channel=0),Fri Sep 22 11:30:26 2023,
set_pressure(pressure=0; direction=2),Fri Sep 22 11:30:27 2023,
dispense(pressure=100),Fri Sep 22 11:30:38 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 11:30:38 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 11:30:40 2023,
dispense(pressure=100),Fri Sep 22 11:30:44 2023,
set_pressure(pressure=100; direction=1),Fri Sep 22 11:30:44 2023,
set_pressure(pressure=0; direction=1),Fri Sep 22 11:30:46 2023,
