Seyonic Pipettor Initializing...,Tue Jul 25 11:39:18 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 11:43:47 2023,
dispense(pressure=100),Tue Jul 25 11:43:54 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 11:43:54 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 11:43:56 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:02:28 2023,
close_valve(channel=0),Tue Jul 25 12:02:33 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:02:34 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:02:45 2023,
close_valve(channel=0),Tue Jul 25 12:02:47 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:02:48 2023,
dispense(pressure=20),Tue Jul 25 12:02:52 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:02:52 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:02:56 2023,
dispense(pressure=20),Tue Jul 25 12:02:58 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:02:59 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:03:03 2023,
dispense(pressure=20),Tue Jul 25 12:03:05 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:03:06 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:03:11 2023,
dispense(pressure=20),Tue Jul 25 12:03:13 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:03:13 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:03:18 2023,
dispense(pressure=20),Tue Jul 25 12:03:20 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:03:20 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:03:26 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:03:37 2023,
close_valve(channel=0),Tue Jul 25 12:03:41 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:03:42 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:03:53 2023,
close_valve(channel=0),Tue Jul 25 12:03:54 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:03:56 2023,
dispense(pressure=20),Tue Jul 25 12:03:59 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:04:00 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:04:04 2023,
dispense(pressure=20),Tue Jul 25 12:04:06 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:04:06 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:04:11 2023,
dispense(pressure=20),Tue Jul 25 12:04:13 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:04:13 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:04:18 2023,
dispense(pressure=20),Tue Jul 25 12:04:20 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:04:20 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:04:26 2023,
dispense(pressure=20),Tue Jul 25 12:04:28 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:04:28 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:04:34 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:04:44 2023,
close_valve(channel=0),Tue Jul 25 12:04:49 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:04:50 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:05:01 2023,
close_valve(channel=0),Tue Jul 25 12:05:03 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:05:04 2023,
dispense(pressure=20),Tue Jul 25 12:05:08 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:05:08 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:05:12 2023,
dispense(pressure=20),Tue Jul 25 12:05:14 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:05:14 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:05:19 2023,
dispense(pressure=20),Tue Jul 25 12:05:22 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:05:22 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:05:27 2023,
dispense(pressure=20),Tue Jul 25 12:05:29 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:05:29 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:05:34 2023,
dispense(pressure=20),Tue Jul 25 12:05:36 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:05:36 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:05:42 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:05:53 2023,
close_valve(channel=0),Tue Jul 25 12:05:57 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:05:58 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:06:10 2023,
close_valve(channel=0),Tue Jul 25 12:06:11 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:06:12 2023,
dispense(pressure=20),Tue Jul 25 12:06:16 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:06:16 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:06:21 2023,
dispense(pressure=20),Tue Jul 25 12:06:23 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:06:23 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:06:28 2023,
dispense(pressure=20),Tue Jul 25 12:06:30 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:06:30 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:06:35 2023,
dispense(pressure=20),Tue Jul 25 12:06:37 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:06:37 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:06:43 2023,
dispense(pressure=20),Tue Jul 25 12:06:45 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:06:45 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:06:50 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:07:01 2023,
close_valve(channel=0),Tue Jul 25 12:07:06 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:07:07 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:07:18 2023,
close_valve(channel=0),Tue Jul 25 12:07:19 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:07:20 2023,
dispense(pressure=20),Tue Jul 25 12:07:24 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:07:24 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:07:29 2023,
dispense(pressure=20),Tue Jul 25 12:07:31 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:07:31 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:07:36 2023,
dispense(pressure=20),Tue Jul 25 12:07:38 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:07:38 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:07:43 2023,
dispense(pressure=20),Tue Jul 25 12:07:45 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:07:45 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:07:51 2023,
dispense(pressure=20),Tue Jul 25 12:07:53 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:07:53 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:07:59 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:08:09 2023,
close_valve(channel=0),Tue Jul 25 12:08:14 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:08:15 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:08:26 2023,
close_valve(channel=0),Tue Jul 25 12:08:27 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:08:28 2023,
dispense(pressure=20),Tue Jul 25 12:08:32 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:08:32 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:08:37 2023,
dispense(pressure=20),Tue Jul 25 12:08:39 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:08:39 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:08:44 2023,
dispense(pressure=20),Tue Jul 25 12:08:46 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:08:46 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:08:51 2023,
dispense(pressure=20),Tue Jul 25 12:08:53 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:08:53 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:08:59 2023,
dispense(pressure=20),Tue Jul 25 12:09:01 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:09:01 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:09:07 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:09:17 2023,
close_valve(channel=0),Tue Jul 25 12:09:22 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:09:23 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:09:34 2023,
close_valve(channel=0),Tue Jul 25 12:09:36 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:09:37 2023,
dispense(pressure=20),Tue Jul 25 12:09:41 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:09:41 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:09:45 2023,
dispense(pressure=20),Tue Jul 25 12:09:47 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:09:47 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:09:52 2023,
dispense(pressure=20),Tue Jul 25 12:09:54 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:09:54 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:10:00 2023,
dispense(pressure=20),Tue Jul 25 12:10:02 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:10:02 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:10:07 2023,
dispense(pressure=20),Tue Jul 25 12:10:09 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:10:09 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:10:15 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:10:25 2023,
close_valve(channel=0),Tue Jul 25 12:10:29 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:10:30 2023,
dispense(pressure=200),Tue Jul 25 12:10:33 2023,
set_pressure(pressure=200; direction=1),Tue Jul 25 12:10:33 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:10:36 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:10:38 2023,
close_valve(channel=0),Tue Jul 25 12:10:43 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:10:44 2023,
dispense(pressure=200),Tue Jul 25 12:10:46 2023,
set_pressure(pressure=200; direction=1),Tue Jul 25 12:10:46 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:10:49 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:10:51 2023,
close_valve(channel=0),Tue Jul 25 12:10:55 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:10:56 2023,
dispense(pressure=200),Tue Jul 25 12:10:58 2023,
set_pressure(pressure=200; direction=1),Tue Jul 25 12:10:58 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:11:01 2023,
dispense(pressure=200),Tue Jul 25 12:11:06 2023,
set_pressure(pressure=200; direction=1),Tue Jul 25 12:11:06 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:11:08 2023,
dispense(pressure=200),Tue Jul 25 12:11:11 2023,
set_pressure(pressure=200; direction=1),Tue Jul 25 12:11:11 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:11:13 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:11:20 2023,
close_valve(channel=0),Tue Jul 25 12:11:24 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:11:25 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:11:37 2023,
close_valve(channel=0),Tue Jul 25 12:11:38 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:11:39 2023,
dispense(pressure=20),Tue Jul 25 12:11:43 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:11:43 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:11:48 2023,
dispense(pressure=20),Tue Jul 25 12:11:50 2023,
set_pressure(pressure=20; direction=1),Tue Jul 25 12:11:50 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:11:55 2023,
dispense(pressure=100),Tue Jul 25 12:12:06 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:12:06 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:12:09 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:12:21 2023,
close_valve(channel=0),Tue Jul 25 12:12:24 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:12:25 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:12:30 2023,
close_valve(channel=0),Tue Jul 25 12:12:32 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:12:33 2023,
dispense(pressure=100),Tue Jul 25 12:12:39 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:12:39 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:12:44 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:14:46 2023,
close_valve(channel=0),Tue Jul 25 12:14:49 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:14:50 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:14:55 2023,
close_valve(channel=0),Tue Jul 25 12:14:58 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:14:59 2023,
dispense(pressure=100),Tue Jul 25 12:15:05 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:15:05 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:15:10 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:15:12 2023,
close_valve(channel=0),Tue Jul 25 12:15:15 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:15:16 2023,
dispense(pressure=100),Tue Jul 25 12:15:18 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:15:18 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:15:21 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:15:23 2023,
close_valve(channel=0),Tue Jul 25 12:15:26 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:15:27 2023,
dispense(pressure=100),Tue Jul 25 12:15:29 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:15:29 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:15:33 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:15:36 2023,
close_valve(channel=0),Tue Jul 25 12:15:40 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:15:41 2023,
dispense(pressure=100),Tue Jul 25 12:16:15 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:16:15 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:16:19 2023,
dispense(pressure=100),Tue Jul 25 12:16:23 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:16:23 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:16:26 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:18:37 2023,
close_valve(channel=0),Tue Jul 25 12:18:41 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:18:42 2023,
dispense(pressure=100),Tue Jul 25 12:18:51 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:18:51 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:18:55 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:19:28 2023,
close_valve(channel=0),Tue Jul 25 12:19:30 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:19:31 2023,
dispense(pressure=100),Tue Jul 25 12:19:40 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:19:40 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:19:42 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:19:55 2023,
close_valve(channel=0),Tue Jul 25 12:19:57 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:19:58 2023,
dispense(pressure=100),Tue Jul 25 12:19:59 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:19:59 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:20:01 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:20:03 2023,
close_valve(channel=0),Tue Jul 25 12:20:05 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:20:06 2023,
dispense(pressure=100),Tue Jul 25 12:20:07 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:20:07 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:20:10 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:20:12 2023,
close_valve(channel=0),Tue Jul 25 12:20:14 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:20:15 2023,
dispense(pressure=100),Tue Jul 25 12:20:16 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:20:16 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:20:18 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:20:41 2023,
close_valve(channel=0),Tue Jul 25 12:20:43 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:20:44 2023,
dispense(pressure=100),Tue Jul 25 12:20:45 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:20:45 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:20:47 2023,
dispense(pressure=100),Tue Jul 25 12:21:10 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:21:10 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:21:12 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:23:15 2023,
close_valve(channel=0),Tue Jul 25 12:23:17 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:23:18 2023,
dispense(pressure=100),Tue Jul 25 12:23:28 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:23:28 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:23:31 2023,
dispense(pressure=100),Tue Jul 25 12:23:38 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:23:38 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:23:40 2023,
dispense(pressure=100),Tue Jul 25 12:23:47 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:23:47 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:23:49 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:23:59 2023,
close_valve(channel=0),Tue Jul 25 12:24:02 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:24:03 2023,
dispense(pressure=100),Tue Jul 25 12:24:11 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:24:11 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:24:15 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:24:17 2023,
close_valve(channel=0),Tue Jul 25 12:24:20 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:24:21 2023,
dispense(pressure=100),Tue Jul 25 12:24:22 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:24:22 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:24:25 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:24:37 2023,
close_valve(channel=0),Tue Jul 25 12:24:40 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:24:41 2023,
dispense(pressure=100),Tue Jul 25 12:24:51 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:24:51 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:24:54 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:25:25 2023,
close_valve(channel=0),Tue Jul 25 12:25:28 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:25:29 2023,
dispense(pressure=100),Tue Jul 25 12:25:38 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:25:38 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:25:42 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:25:54 2023,
close_valve(channel=0),Tue Jul 25 12:25:57 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:25:58 2023,
dispense(pressure=100),Tue Jul 25 12:25:59 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:25:59 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:26:02 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:26:14 2023,
close_valve(channel=0),Tue Jul 25 12:26:17 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:26:18 2023,
dispense(pressure=100),Tue Jul 25 12:26:28 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:26:28 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:26:31 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:27:05 2023,
close_valve(channel=0),Tue Jul 25 12:27:06 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:27:07 2023,
dispense(pressure=100),Tue Jul 25 12:27:18 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:27:18 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:27:20 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:27:31 2023,
close_valve(channel=0),Tue Jul 25 12:27:32 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:27:33 2023,
dispense(pressure=100),Tue Jul 25 12:27:44 2023,
set_pressure(pressure=100; direction=1),Tue Jul 25 12:27:44 2023,
set_pressure(pressure=0; direction=1),Tue Jul 25 12:27:46 2023,
set_pressure(pressure=-100; direction=None),Tue Jul 25 12:31:19 2023,
close_valve(channel=0),Tue Jul 25 12:31:20 2023,
set_pressure(pressure=0; direction=2),Tue Jul 25 12:31:21 2023,
dispense(pressure=100),Tue Jul 25 12:31:31 2023,
