Seyonic Pipettor Initializing...,Tue Aug  8 13:18:28 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 13:21:31 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 13:21:32 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 13:21:37 2023,
close_valve(channel=0),Tue Aug  8 13:21:38 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 13:21:39 2023,
dispense(pressure=100),Tue Aug  8 13:21:42 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 13:21:42 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 13:21:44 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 13:21:48 2023,
close_valve(channel=0),Tue Aug  8 13:21:49 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 13:21:50 2023,
dispense(pressure=100),Tue Aug  8 13:21:53 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 13:21:53 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 13:21:55 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 13:21:59 2023,
close_valve(channel=0),Tue Aug  8 13:22:00 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 13:22:01 2023,
dispense(pressure=100),Tue Aug  8 13:22:03 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 13:22:03 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 13:22:05 2023,
dispense(pressure=100),Tue Aug  8 13:22:10 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 13:22:10 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 13:22:12 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 13:22:15 2023,
close_valve(channel=0),Tue Aug  8 13:22:17 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 13:22:18 2023,
dispense(pressure=100),Tue Aug  8 13:22:38 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 13:22:38 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 13:22:40 2023,
