Seyonic Pipettor Initializing...,Tue Aug  1 11:52:17 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:03:00 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:03:02 2023,
dispense(pressure=100),Tue Aug  1 12:03:09 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:03:09 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:03:11 2023,
dispense(pressure=100),Tue Aug  1 12:03:18 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:03:18 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:03:21 2023,
dispense(pressure=100),Tue Aug  1 12:03:32 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:03:32 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:03:34 2023,
dispense(pressure=100),Tue Aug  1 12:03:39 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:03:39 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:03:41 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  1 12:03:50 2023,
close_valve(channel=0),Tue Aug  1 12:03:55 2023,
set_pressure(pressure=0; direction=2),Tue Aug  1 12:03:56 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  1 12:04:00 2023,
close_valve(channel=0),Tue Aug  1 12:04:02 2023,
set_pressure(pressure=0; direction=2),Tue Aug  1 12:04:03 2023,
dispense(pressure=100),Tue Aug  1 12:04:56 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:04:56 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:04:58 2023,
dispense(pressure=100),Tue Aug  1 12:05:05 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:05:05 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:05:07 2023,
dispense(pressure=100),Tue Aug  1 12:05:14 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:05:14 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:05:17 2023,
dispense(pressure=100),Tue Aug  1 12:05:24 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:05:24 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:05:26 2023,
dispense(pressure=100),Tue Aug  1 12:05:33 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:05:33 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:05:36 2023,
dispense(pressure=100),Tue Aug  1 12:05:46 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:05:46 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:05:49 2023,
dispense(pressure=100),Tue Aug  1 12:05:54 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:05:54 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:05:56 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  1 12:06:04 2023,
close_valve(channel=0),Tue Aug  1 12:06:09 2023,
set_pressure(pressure=0; direction=2),Tue Aug  1 12:06:10 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  1 12:06:14 2023,
close_valve(channel=0),Tue Aug  1 12:06:16 2023,
set_pressure(pressure=0; direction=2),Tue Aug  1 12:06:17 2023,
dispense(pressure=100),Tue Aug  1 12:07:10 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:07:10 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:07:12 2023,
dispense(pressure=100),Tue Aug  1 12:07:19 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:07:19 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:07:22 2023,
dispense(pressure=100),Tue Aug  1 12:07:29 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:07:29 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:07:31 2023,
dispense(pressure=100),Tue Aug  1 12:07:38 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:07:38 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:07:40 2023,
dispense(pressure=100),Tue Aug  1 12:07:47 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:07:47 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:07:50 2023,
dispense(pressure=100),Tue Aug  1 12:08:01 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:08:01 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:08:03 2023,
dispense(pressure=100),Tue Aug  1 12:08:08 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:08:08 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:08:10 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  1 12:08:19 2023,
close_valve(channel=0),Tue Aug  1 12:08:23 2023,
set_pressure(pressure=0; direction=2),Tue Aug  1 12:08:24 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  1 12:08:29 2023,
close_valve(channel=0),Tue Aug  1 12:08:30 2023,
set_pressure(pressure=0; direction=2),Tue Aug  1 12:08:31 2023,
dispense(pressure=100),Tue Aug  1 12:09:24 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:09:24 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:09:26 2023,
dispense(pressure=100),Tue Aug  1 12:09:33 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:09:33 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:09:36 2023,
dispense(pressure=100),Tue Aug  1 12:09:43 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:09:43 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:09:45 2023,
dispense(pressure=100),Tue Aug  1 12:09:52 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:09:52 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:09:55 2023,
dispense(pressure=100),Tue Aug  1 12:10:02 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:10:02 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:10:04 2023,
dispense(pressure=100),Tue Aug  1 12:10:15 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:10:15 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:10:17 2023,
dispense(pressure=100),Tue Aug  1 12:10:22 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:10:22 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:10:24 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  1 12:10:32 2023,
close_valve(channel=0),Tue Aug  1 12:10:37 2023,
set_pressure(pressure=0; direction=2),Tue Aug  1 12:10:38 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  1 12:10:43 2023,
close_valve(channel=0),Tue Aug  1 12:10:44 2023,
set_pressure(pressure=0; direction=2),Tue Aug  1 12:10:45 2023,
dispense(pressure=100),Tue Aug  1 12:11:38 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:11:38 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:11:40 2023,
dispense(pressure=100),Tue Aug  1 12:11:47 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:11:47 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:11:50 2023,
dispense(pressure=100),Tue Aug  1 12:11:57 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:11:57 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:11:59 2023,
dispense(pressure=100),Tue Aug  1 12:12:06 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:12:06 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:12:09 2023,
dispense(pressure=100),Tue Aug  1 12:12:16 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:12:16 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:12:18 2023,
dispense(pressure=100),Tue Aug  1 12:12:29 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:12:29 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:12:31 2023,
dispense(pressure=100),Tue Aug  1 12:12:36 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:12:36 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:12:38 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  1 12:12:40 2023,
close_valve(channel=0),Tue Aug  1 12:12:44 2023,
set_pressure(pressure=0; direction=2),Tue Aug  1 12:12:45 2023,
dispense(pressure=100),Tue Aug  1 12:12:52 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:12:52 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:12:56 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  1 12:12:59 2023,
close_valve(channel=0),Tue Aug  1 12:13:03 2023,
set_pressure(pressure=0; direction=2),Tue Aug  1 12:13:04 2023,
dispense(pressure=100),Tue Aug  1 12:13:06 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:13:06 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:13:09 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  1 12:13:11 2023,
close_valve(channel=0),Tue Aug  1 12:13:15 2023,
set_pressure(pressure=0; direction=2),Tue Aug  1 12:13:16 2023,
dispense(pressure=100),Tue Aug  1 12:13:18 2023,
set_pressure(pressure=100; direction=1),Tue Aug  1 12:13:18 2023,
set_pressure(pressure=0; direction=1),Tue Aug  1 12:13:21 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  1 12:13:24 2023,
close_valve(channel=0),Tue Aug  1 12:13:28 2023,
set_pressure(pressure=0; direction=2),Tue Aug  1 12:13:29 2023,
