Seyonic Pipettor Initializing...,Tue Sep 12 11:05:44 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:33:09 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:33:12 2023,
dispense(pressure=100),Tue Sep 12 11:33:20 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:33:20 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:33:23 2023,
dispense(pressure=100),Tue Sep 12 11:33:34 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:33:34 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:33:37 2023,
dispense(pressure=100),Tue Sep 12 11:33:42 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:33:42 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:33:44 2023,
set_pressure(pressure=-100; direction=None),Tue Sep 12 11:33:52 2023,
close_valve(channel=0),Tue Sep 12 11:33:56 2023,
set_pressure(pressure=0; direction=2),Tue Sep 12 11:33:57 2023,
set_pressure(pressure=-100; direction=None),Tue Sep 12 11:34:02 2023,
close_valve(channel=0),Tue Sep 12 11:34:03 2023,
set_pressure(pressure=0; direction=2),Tue Sep 12 11:34:04 2023,
dispense(pressure=100),Tue Sep 12 11:34:57 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:34:57 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:35:00 2023,
dispense(pressure=100),Tue Sep 12 11:35:07 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:35:07 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:35:11 2023,
dispense(pressure=100),Tue Sep 12 11:35:18 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:35:18 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:35:21 2023,
dispense(pressure=100),Tue Sep 12 11:35:28 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:35:28 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:35:31 2023,
dispense(pressure=100),Tue Sep 12 11:35:38 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:35:38 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:35:42 2023,
dispense(pressure=100),Tue Sep 12 11:35:52 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:35:53 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:35:55 2023,
dispense(pressure=100),Tue Sep 12 11:36:00 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:36:00 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:36:02 2023,
set_pressure(pressure=-100; direction=None),Tue Sep 12 11:36:11 2023,
close_valve(channel=0),Tue Sep 12 11:36:15 2023,
set_pressure(pressure=0; direction=2),Tue Sep 12 11:36:16 2023,
set_pressure(pressure=-100; direction=None),Tue Sep 12 11:36:21 2023,
close_valve(channel=0),Tue Sep 12 11:36:22 2023,
set_pressure(pressure=0; direction=2),Tue Sep 12 11:36:23 2023,
dispense(pressure=100),Tue Sep 12 11:37:16 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:37:16 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:37:19 2023,
dispense(pressure=100),Tue Sep 12 11:37:26 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:37:26 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:37:29 2023,
dispense(pressure=100),Tue Sep 12 11:37:36 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:37:36 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:37:39 2023,
dispense(pressure=100),Tue Sep 12 11:37:46 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:37:46 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:37:50 2023,
dispense(pressure=100),Tue Sep 12 11:37:57 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:37:57 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:38:00 2023,
dispense(pressure=100),Tue Sep 12 11:38:11 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:38:11 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:38:13 2023,
dispense(pressure=100),Tue Sep 12 11:38:18 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:38:18 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:38:20 2023,
set_pressure(pressure=-100; direction=None),Tue Sep 12 11:38:29 2023,
close_valve(channel=0),Tue Sep 12 11:38:33 2023,
set_pressure(pressure=0; direction=2),Tue Sep 12 11:38:34 2023,
set_pressure(pressure=-100; direction=None),Tue Sep 12 11:38:39 2023,
close_valve(channel=0),Tue Sep 12 11:38:40 2023,
set_pressure(pressure=0; direction=2),Tue Sep 12 11:38:41 2023,
dispense(pressure=100),Tue Sep 12 11:39:34 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:39:34 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:39:37 2023,
dispense(pressure=100),Tue Sep 12 11:39:44 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:39:44 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:39:47 2023,
dispense(pressure=100),Tue Sep 12 11:39:55 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:39:55 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:39:58 2023,
dispense(pressure=100),Tue Sep 12 11:40:05 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:40:05 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:40:08 2023,
dispense(pressure=100),Tue Sep 12 11:40:15 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:40:15 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:40:19 2023,
dispense(pressure=100),Tue Sep 12 11:40:30 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:40:30 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:40:32 2023,
dispense(pressure=100),Tue Sep 12 11:40:37 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:40:37 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:40:39 2023,
set_pressure(pressure=-100; direction=None),Tue Sep 12 11:40:47 2023,
close_valve(channel=0),Tue Sep 12 11:40:52 2023,
set_pressure(pressure=0; direction=2),Tue Sep 12 11:40:53 2023,
set_pressure(pressure=-100; direction=None),Tue Sep 12 11:40:58 2023,
close_valve(channel=0),Tue Sep 12 11:40:59 2023,
set_pressure(pressure=0; direction=2),Tue Sep 12 11:41:00 2023,
dispense(pressure=100),Tue Sep 12 11:41:53 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:41:53 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:41:56 2023,
dispense(pressure=100),Tue Sep 12 11:42:03 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:42:03 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:42:06 2023,
dispense(pressure=100),Tue Sep 12 11:42:13 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:42:13 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:42:16 2023,
dispense(pressure=100),Tue Sep 12 11:42:23 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:42:23 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:42:26 2023,
dispense(pressure=100),Tue Sep 12 11:42:34 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:42:34 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:42:37 2023,
dispense(pressure=100),Tue Sep 12 11:42:48 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:42:48 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:42:51 2023,
dispense(pressure=100),Tue Sep 12 11:42:56 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:42:56 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:42:58 2023,
set_pressure(pressure=-100; direction=None),Tue Sep 12 11:43:06 2023,
close_valve(channel=0),Tue Sep 12 11:43:11 2023,
set_pressure(pressure=0; direction=2),Tue Sep 12 11:43:12 2023,
set_pressure(pressure=-100; direction=None),Tue Sep 12 11:43:16 2023,
close_valve(channel=0),Tue Sep 12 11:43:18 2023,
set_pressure(pressure=0; direction=2),Tue Sep 12 11:43:19 2023,
dispense(pressure=100),Tue Sep 12 11:44:12 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:44:12 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:44:14 2023,
dispense(pressure=100),Tue Sep 12 11:44:21 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:44:21 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:44:25 2023,
dispense(pressure=100),Tue Sep 12 11:44:32 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:44:32 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:44:35 2023,
dispense(pressure=100),Tue Sep 12 11:44:42 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:44:42 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:44:45 2023,
dispense(pressure=100),Tue Sep 12 11:44:52 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:44:52 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:44:56 2023,
dispense(pressure=100),Tue Sep 12 11:45:07 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:45:07 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:45:09 2023,
dispense(pressure=100),Tue Sep 12 11:45:14 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:45:14 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:45:16 2023,
set_pressure(pressure=-100; direction=None),Tue Sep 12 11:45:25 2023,
close_valve(channel=0),Tue Sep 12 11:45:29 2023,
set_pressure(pressure=0; direction=2),Tue Sep 12 11:45:30 2023,
set_pressure(pressure=-100; direction=None),Tue Sep 12 11:45:35 2023,
close_valve(channel=0),Tue Sep 12 11:45:36 2023,
set_pressure(pressure=0; direction=2),Tue Sep 12 11:45:37 2023,
dispense(pressure=100),Tue Sep 12 11:46:30 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:46:30 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:46:33 2023,
dispense(pressure=100),Tue Sep 12 11:46:40 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:46:40 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:46:43 2023,
dispense(pressure=100),Tue Sep 12 11:46:50 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:46:50 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:46:53 2023,
dispense(pressure=100),Tue Sep 12 11:47:01 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:47:01 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:47:04 2023,
dispense(pressure=100),Tue Sep 12 11:47:11 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:47:11 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:47:15 2023,
dispense(pressure=100),Tue Sep 12 11:47:25 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:47:25 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:47:28 2023,
dispense(pressure=100),Tue Sep 12 11:47:33 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:47:33 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:47:35 2023,
set_pressure(pressure=-100; direction=None),Tue Sep 12 11:47:43 2023,
close_valve(channel=0),Tue Sep 12 11:47:48 2023,
set_pressure(pressure=0; direction=2),Tue Sep 12 11:47:49 2023,
set_pressure(pressure=-100; direction=None),Tue Sep 12 11:47:53 2023,
close_valve(channel=0),Tue Sep 12 11:47:55 2023,
set_pressure(pressure=0; direction=2),Tue Sep 12 11:47:56 2023,
dispense(pressure=100),Tue Sep 12 11:48:49 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:48:49 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:48:51 2023,
dispense(pressure=100),Tue Sep 12 11:48:59 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:48:59 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:49:02 2023,
dispense(pressure=100),Tue Sep 12 11:49:09 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:49:09 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:49:12 2023,
dispense(pressure=100),Tue Sep 12 11:49:19 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:49:19 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:49:22 2023,
dispense(pressure=100),Tue Sep 12 11:49:29 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:49:29 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:49:33 2023,
dispense(pressure=100),Tue Sep 12 11:49:44 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:49:44 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:49:46 2023,
dispense(pressure=100),Tue Sep 12 11:49:51 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:49:51 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:49:53 2023,
set_pressure(pressure=-100; direction=None),Tue Sep 12 11:50:02 2023,
close_valve(channel=0),Tue Sep 12 11:50:06 2023,
set_pressure(pressure=0; direction=2),Tue Sep 12 11:50:07 2023,
set_pressure(pressure=-100; direction=None),Tue Sep 12 11:50:12 2023,
close_valve(channel=0),Tue Sep 12 11:50:13 2023,
set_pressure(pressure=0; direction=2),Tue Sep 12 11:50:14 2023,
dispense(pressure=100),Tue Sep 12 11:51:07 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:51:07 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:51:10 2023,
dispense(pressure=100),Tue Sep 12 11:51:17 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:51:17 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:51:21 2023,
dispense(pressure=100),Tue Sep 12 11:51:28 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:51:28 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:51:31 2023,
dispense(pressure=100),Tue Sep 12 11:51:38 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:51:38 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:51:41 2023,
dispense(pressure=100),Tue Sep 12 11:51:48 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:51:48 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:51:52 2023,
dispense(pressure=100),Tue Sep 12 11:52:02 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:52:02 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:52:05 2023,
dispense(pressure=100),Tue Sep 12 11:52:10 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:52:10 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:52:12 2023,
set_pressure(pressure=-100; direction=None),Tue Sep 12 11:52:14 2023,
close_valve(channel=0),Tue Sep 12 11:52:17 2023,
set_pressure(pressure=0; direction=2),Tue Sep 12 11:52:18 2023,
dispense(pressure=100),Tue Sep 12 11:52:26 2023,
set_pressure(pressure=100; direction=1),Tue Sep 12 11:52:26 2023,
set_pressure(pressure=0; direction=1),Tue Sep 12 11:52:37 2023,
set_pressure(pressure=-100; direction=None),Tue Sep 12 11:52:41 2023,
close_valve(channel=0),Tue Sep 12 11:52:44 2023,
set_pressure(pressure=0; direction=2),Tue Sep 12 11:52:45 2023,
