Seyonic Pipettor Initializing...,Thu Jul 13 10:32:56 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 10:36:12 2023,
dispense(pressure=100),Thu Jul 13 10:36:19 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 10:36:19 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 10:36:21 2023,
dispense(pressure=100),Thu Jul 13 10:36:29 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 10:36:29 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 10:36:31 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 10:36:40 2023,
close_valve(channel=0),Thu Jul 13 10:36:43 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 10:36:44 2023,
dispense(pressure=100),Thu Jul 13 10:36:46 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 10:36:46 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 10:36:50 2023,
dispense(pressure=100),Thu Jul 13 10:36:57 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 10:36:57 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 10:36:59 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 10:37:03 2023,
close_valve(channel=0),Thu Jul 13 10:37:07 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 10:37:08 2023,
dispense(pressure=100),Thu Jul 13 10:37:15 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 10:37:15 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 10:37:20 2023,
dispense(pressure=100),Thu Jul 13 10:37:27 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 10:37:27 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 10:37:30 2023,
dispense(pressure=100),Thu Jul 13 10:37:37 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 10:37:37 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 10:37:39 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 10:58:12 2023,
close_valve(channel=0),Thu Jul 13 10:58:16 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 10:58:17 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 10:58:28 2023,
close_valve(channel=0),Thu Jul 13 10:58:29 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 10:58:31 2023,
dispense(pressure=20),Thu Jul 13 10:58:39 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 10:58:39 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 10:58:44 2023,
dispense(pressure=20),Thu Jul 13 10:58:46 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 10:58:46 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 10:58:52 2023,
dispense(pressure=20),Thu Jul 13 10:58:54 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 10:58:54 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 10:58:59 2023,
dispense(pressure=20),Thu Jul 13 10:59:01 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 10:59:02 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 10:59:07 2023,
dispense(pressure=20),Thu Jul 13 10:59:09 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 10:59:09 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 10:59:15 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 10:59:25 2023,
close_valve(channel=0),Thu Jul 13 10:59:30 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 10:59:31 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 10:59:42 2023,
close_valve(channel=0),Thu Jul 13 10:59:43 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 10:59:44 2023,
dispense(pressure=20),Thu Jul 13 10:59:52 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 10:59:52 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 10:59:57 2023,
dispense(pressure=20),Thu Jul 13 11:00:00 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:00:00 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:00:05 2023,
dispense(pressure=20),Thu Jul 13 11:00:07 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:00:07 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:00:13 2023,
dispense(pressure=20),Thu Jul 13 11:00:15 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:00:15 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:00:21 2023,
dispense(pressure=20),Thu Jul 13 11:00:23 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:00:23 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:00:28 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:00:39 2023,
close_valve(channel=0),Thu Jul 13 11:00:43 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:00:44 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:00:55 2023,
close_valve(channel=0),Thu Jul 13 11:00:56 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:00:57 2023,
dispense(pressure=20),Thu Jul 13 11:01:05 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:01:05 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:01:11 2023,
dispense(pressure=20),Thu Jul 13 11:01:13 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:01:13 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:01:18 2023,
dispense(pressure=20),Thu Jul 13 11:01:20 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:01:20 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:01:26 2023,
dispense(pressure=20),Thu Jul 13 11:01:28 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:01:28 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:01:34 2023,
dispense(pressure=20),Thu Jul 13 11:01:36 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:01:36 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:01:41 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:01:52 2023,
close_valve(channel=0),Thu Jul 13 11:01:56 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:01:57 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:02:08 2023,
close_valve(channel=0),Thu Jul 13 11:02:09 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:02:10 2023,
dispense(pressure=20),Thu Jul 13 11:02:18 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:02:18 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:02:24 2023,
dispense(pressure=20),Thu Jul 13 11:02:26 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:02:26 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:02:32 2023,
dispense(pressure=20),Thu Jul 13 11:02:34 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:02:34 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:02:39 2023,
dispense(pressure=20),Thu Jul 13 11:02:41 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:02:41 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:02:47 2023,
dispense(pressure=20),Thu Jul 13 11:02:49 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:02:49 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:02:55 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:03:05 2023,
close_valve(channel=0),Thu Jul 13 11:03:09 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:03:10 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:03:22 2023,
close_valve(channel=0),Thu Jul 13 11:03:23 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:03:24 2023,
dispense(pressure=20),Thu Jul 13 11:03:32 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:03:32 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:03:37 2023,
dispense(pressure=20),Thu Jul 13 11:03:39 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:03:39 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:03:45 2023,
dispense(pressure=20),Thu Jul 13 11:03:47 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:03:47 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:03:53 2023,
dispense(pressure=20),Thu Jul 13 11:03:55 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:03:55 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:04:00 2023,
dispense(pressure=20),Thu Jul 13 11:04:03 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:04:03 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:04:08 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:04:19 2023,
close_valve(channel=0),Thu Jul 13 11:04:23 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:04:24 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:04:35 2023,
close_valve(channel=0),Thu Jul 13 11:04:36 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:04:37 2023,
dispense(pressure=20),Thu Jul 13 11:04:45 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:04:45 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:04:51 2023,
dispense(pressure=20),Thu Jul 13 11:04:53 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:04:53 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:04:59 2023,
dispense(pressure=20),Thu Jul 13 11:05:01 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:05:01 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:05:06 2023,
dispense(pressure=20),Thu Jul 13 11:05:08 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:05:08 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:05:14 2023,
dispense(pressure=20),Thu Jul 13 11:05:16 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:05:16 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:05:21 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:05:32 2023,
close_valve(channel=0),Thu Jul 13 11:05:36 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:05:37 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:05:48 2023,
close_valve(channel=0),Thu Jul 13 11:05:49 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:05:50 2023,
dispense(pressure=20),Thu Jul 13 11:05:58 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:05:58 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:06:04 2023,
dispense(pressure=20),Thu Jul 13 11:06:06 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:06:06 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:06:11 2023,
dispense(pressure=20),Thu Jul 13 11:06:13 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:06:13 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:06:19 2023,
dispense(pressure=20),Thu Jul 13 11:06:21 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:06:21 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:06:27 2023,
dispense(pressure=20),Thu Jul 13 11:06:29 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:06:29 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:06:34 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:06:45 2023,
close_valve(channel=0),Thu Jul 13 11:06:49 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:06:50 2023,
dispense(pressure=200),Thu Jul 13 11:06:53 2023,
set_pressure(pressure=200; direction=1),Thu Jul 13 11:06:53 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:06:56 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:06:58 2023,
close_valve(channel=0),Thu Jul 13 11:07:02 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:07:03 2023,
dispense(pressure=200),Thu Jul 13 11:07:05 2023,
set_pressure(pressure=200; direction=1),Thu Jul 13 11:07:05 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:07:09 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:07:11 2023,
close_valve(channel=0),Thu Jul 13 11:07:15 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:07:16 2023,
dispense(pressure=200),Thu Jul 13 11:07:18 2023,
set_pressure(pressure=200; direction=1),Thu Jul 13 11:07:18 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:07:21 2023,
dispense(pressure=200),Thu Jul 13 11:07:26 2023,
set_pressure(pressure=200; direction=1),Thu Jul 13 11:07:26 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:07:28 2023,
dispense(pressure=200),Thu Jul 13 11:07:31 2023,
set_pressure(pressure=200; direction=1),Thu Jul 13 11:07:31 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:07:33 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:07:40 2023,
close_valve(channel=0),Thu Jul 13 11:07:44 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:07:45 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:07:57 2023,
close_valve(channel=0),Thu Jul 13 11:07:58 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:07:59 2023,
dispense(pressure=20),Thu Jul 13 11:08:07 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:08:07 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:08:13 2023,
dispense(pressure=20),Thu Jul 13 11:08:15 2023,
set_pressure(pressure=20; direction=1),Thu Jul 13 11:08:15 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:08:20 2023,
dispense(pressure=100),Thu Jul 13 11:08:31 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:08:31 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:08:34 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:10:46 2023,
close_valve(channel=0),Thu Jul 13 11:10:48 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:10:49 2023,
dispense(pressure=100),Thu Jul 13 11:10:57 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:10:57 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:11:00 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:11:02 2023,
close_valve(channel=0),Thu Jul 13 11:11:05 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:11:06 2023,
dispense(pressure=100),Thu Jul 13 11:11:08 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:11:08 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:11:12 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:11:14 2023,
close_valve(channel=0),Thu Jul 13 11:11:17 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:11:18 2023,
dispense(pressure=100),Thu Jul 13 11:11:20 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:11:20 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:11:24 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:11:27 2023,
close_valve(channel=0),Thu Jul 13 11:11:30 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:11:31 2023,
dispense(pressure=100),Thu Jul 13 11:12:04 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:12:04 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:12:08 2023,
dispense(pressure=100),Thu Jul 13 11:12:12 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:12:12 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:12:15 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:14:26 2023,
close_valve(channel=0),Thu Jul 13 11:14:29 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:14:30 2023,
dispense(pressure=100),Thu Jul 13 11:14:39 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:14:39 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:14:44 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:15:16 2023,
close_valve(channel=0),Thu Jul 13 11:15:18 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:15:19 2023,
dispense(pressure=100),Thu Jul 13 11:15:28 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:15:28 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:15:31 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:15:43 2023,
close_valve(channel=0),Thu Jul 13 11:15:45 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:15:46 2023,
dispense(pressure=100),Thu Jul 13 11:15:47 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:15:47 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:15:49 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:15:52 2023,
close_valve(channel=0),Thu Jul 13 11:15:53 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:15:54 2023,
dispense(pressure=100),Thu Jul 13 11:15:55 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:15:55 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:15:58 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:16:00 2023,
close_valve(channel=0),Thu Jul 13 11:16:02 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:16:03 2023,
dispense(pressure=100),Thu Jul 13 11:16:04 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:16:04 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:16:06 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:16:29 2023,
close_valve(channel=0),Thu Jul 13 11:16:30 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:16:32 2023,
dispense(pressure=100),Thu Jul 13 11:16:33 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:16:33 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:16:35 2023,
dispense(pressure=100),Thu Jul 13 11:16:58 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:16:58 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:17:00 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:19:03 2023,
close_valve(channel=0),Thu Jul 13 11:19:05 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:19:06 2023,
dispense(pressure=100),Thu Jul 13 11:19:15 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:19:15 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:19:18 2023,
dispense(pressure=100),Thu Jul 13 11:19:25 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:19:25 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:19:27 2023,
dispense(pressure=100),Thu Jul 13 11:19:34 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:19:34 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:19:36 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:19:46 2023,
close_valve(channel=0),Thu Jul 13 11:19:49 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:19:50 2023,
dispense(pressure=100),Thu Jul 13 11:19:59 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:19:59 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:20:02 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:20:04 2023,
close_valve(channel=0),Thu Jul 13 11:20:07 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:20:08 2023,
dispense(pressure=100),Thu Jul 13 11:20:09 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:20:09 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:20:12 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:20:24 2023,
close_valve(channel=0),Thu Jul 13 11:20:27 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:20:28 2023,
dispense(pressure=100),Thu Jul 13 11:20:38 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:20:38 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:20:41 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:21:13 2023,
close_valve(channel=0),Thu Jul 13 11:21:15 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:21:16 2023,
dispense(pressure=100),Thu Jul 13 11:21:26 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:21:26 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:21:29 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:21:41 2023,
close_valve(channel=0),Thu Jul 13 11:21:44 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:21:45 2023,
dispense(pressure=100),Thu Jul 13 11:21:46 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:21:46 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:21:49 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:22:01 2023,
close_valve(channel=0),Thu Jul 13 11:22:04 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:22:05 2023,
dispense(pressure=100),Thu Jul 13 11:22:14 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:22:14 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:22:18 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:22:51 2023,
close_valve(channel=0),Thu Jul 13 11:22:53 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:22:54 2023,
dispense(pressure=100),Thu Jul 13 11:23:04 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:23:04 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:23:06 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:23:18 2023,
close_valve(channel=0),Thu Jul 13 11:23:19 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:23:20 2023,
dispense(pressure=100),Thu Jul 13 11:23:31 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:23:31 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:23:33 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:29:06 2023,
close_valve(channel=0),Thu Jul 13 11:29:08 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:29:09 2023,
dispense(pressure=100),Thu Jul 13 11:29:19 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:29:19 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:29:21 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:29:23 2023,
close_valve(channel=0),Thu Jul 13 11:29:24 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:29:25 2023,
dispense(pressure=100),Thu Jul 13 11:29:26 2023,
set_pressure(pressure=100; direction=1),Thu Jul 13 11:29:26 2023,
set_pressure(pressure=0; direction=1),Thu Jul 13 11:29:28 2023,
set_pressure(pressure=-100; direction=None),Thu Jul 13 11:29:30 2023,
close_valve(channel=0),Thu Jul 13 11:29:32 2023,
set_pressure(pressure=0; direction=2),Thu Jul 13 11:29:33 2023,
dispense(pressure=100),Thu Jul 13 11:29:34 2023,
