Seyonic Pipettor Initializing...,Fri Sep 15 10:57:17 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:28:51 2023,
dispense(pressure=100),Fri Sep 15 11:28:58 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:28:58 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:29:01 2023,
dispense(pressure=100),Fri Sep 15 11:29:08 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:29:08 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:29:11 2023,
dispense(pressure=100),Fri Sep 15 11:29:19 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:29:19 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:29:22 2023,
dispense(pressure=100),Fri Sep 15 11:29:29 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:29:29 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:29:32 2023,
dispense(pressure=100),Fri Sep 15 11:29:43 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:29:43 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:29:46 2023,
dispense(pressure=100),Fri Sep 15 11:29:51 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:29:51 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:29:53 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 11:30:01 2023,
close_valve(channel=0),Fri Sep 15 11:30:06 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 11:30:07 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 11:30:12 2023,
close_valve(channel=0),Fri Sep 15 11:30:13 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 11:30:14 2023,
dispense(pressure=100),Fri Sep 15 11:31:07 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:31:07 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:31:09 2023,
dispense(pressure=100),Fri Sep 15 11:31:16 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:31:17 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:31:20 2023,
dispense(pressure=100),Fri Sep 15 11:31:27 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:31:27 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:31:30 2023,
dispense(pressure=100),Fri Sep 15 11:31:37 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:31:37 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:31:40 2023,
dispense(pressure=100),Fri Sep 15 11:31:47 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:31:47 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:31:51 2023,
dispense(pressure=100),Fri Sep 15 11:32:02 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:32:02 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:32:04 2023,
dispense(pressure=100),Fri Sep 15 11:32:09 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:32:09 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:32:11 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 11:32:20 2023,
close_valve(channel=0),Fri Sep 15 11:32:24 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 11:32:25 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 11:32:30 2023,
close_valve(channel=0),Fri Sep 15 11:32:31 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 11:32:32 2023,
dispense(pressure=100),Fri Sep 15 11:33:25 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:33:25 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:33:28 2023,
dispense(pressure=100),Fri Sep 15 11:33:35 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:33:35 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:33:38 2023,
dispense(pressure=100),Fri Sep 15 11:33:45 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:33:46 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:33:49 2023,
dispense(pressure=100),Fri Sep 15 11:33:56 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:33:56 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:33:59 2023,
dispense(pressure=100),Fri Sep 15 11:34:06 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:34:06 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:34:10 2023,
dispense(pressure=100),Fri Sep 15 11:34:21 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:34:21 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:34:23 2023,
dispense(pressure=100),Fri Sep 15 11:34:28 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:34:28 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:34:30 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 11:34:39 2023,
close_valve(channel=0),Fri Sep 15 11:34:43 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 11:34:44 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 11:34:49 2023,
close_valve(channel=0),Fri Sep 15 11:34:50 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 11:34:51 2023,
dispense(pressure=100),Fri Sep 15 11:35:44 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:35:44 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:35:47 2023,
dispense(pressure=100),Fri Sep 15 11:35:54 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:35:54 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:35:57 2023,
dispense(pressure=100),Fri Sep 15 11:36:04 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:36:04 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:36:07 2023,
dispense(pressure=100),Fri Sep 15 11:36:14 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:36:14 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:36:17 2023,
dispense(pressure=100),Fri Sep 15 11:36:24 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:36:24 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:36:28 2023,
dispense(pressure=100),Fri Sep 15 11:36:39 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:36:39 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:36:41 2023,
dispense(pressure=100),Fri Sep 15 11:36:47 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:36:47 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:36:49 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 11:36:57 2023,
close_valve(channel=0),Fri Sep 15 11:37:01 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 11:37:02 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 11:37:07 2023,
close_valve(channel=0),Fri Sep 15 11:37:08 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 11:37:09 2023,
dispense(pressure=100),Fri Sep 15 11:38:02 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:38:02 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:38:05 2023,
dispense(pressure=100),Fri Sep 15 11:38:12 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:38:12 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:38:15 2023,
dispense(pressure=100),Fri Sep 15 11:38:23 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:38:23 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:38:26 2023,
dispense(pressure=100),Fri Sep 15 11:38:33 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:38:33 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:38:36 2023,
dispense(pressure=100),Fri Sep 15 11:38:43 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:38:43 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:38:47 2023,
dispense(pressure=100),Fri Sep 15 11:38:57 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:38:57 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:39:00 2023,
dispense(pressure=100),Fri Sep 15 11:39:05 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:39:05 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:39:07 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 11:39:16 2023,
close_valve(channel=0),Fri Sep 15 11:39:20 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 11:39:21 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 11:39:26 2023,
close_valve(channel=0),Fri Sep 15 11:39:27 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 11:39:28 2023,
dispense(pressure=100),Fri Sep 15 11:40:21 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:40:21 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:40:23 2023,
dispense(pressure=100),Fri Sep 15 11:40:31 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:40:31 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:40:34 2023,
dispense(pressure=100),Fri Sep 15 11:40:41 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:40:41 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:40:44 2023,
dispense(pressure=100),Fri Sep 15 11:40:51 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:40:51 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:40:54 2023,
dispense(pressure=100),Fri Sep 15 11:41:01 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:41:01 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:41:05 2023,
dispense(pressure=100),Fri Sep 15 11:41:16 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:41:16 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:41:18 2023,
dispense(pressure=100),Fri Sep 15 11:41:24 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:41:24 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:41:26 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 11:41:34 2023,
close_valve(channel=0),Fri Sep 15 11:41:38 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 11:41:39 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 11:41:44 2023,
close_valve(channel=0),Fri Sep 15 11:41:45 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 11:41:46 2023,
dispense(pressure=100),Fri Sep 15 11:42:40 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:42:40 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:42:42 2023,
dispense(pressure=100),Fri Sep 15 11:42:49 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:42:49 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:42:53 2023,
dispense(pressure=100),Fri Sep 15 11:43:00 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:43:00 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:43:03 2023,
dispense(pressure=100),Fri Sep 15 11:43:10 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:43:10 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:43:13 2023,
dispense(pressure=100),Fri Sep 15 11:43:20 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:43:20 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:43:24 2023,
dispense(pressure=100),Fri Sep 15 11:43:35 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:43:35 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:43:37 2023,
dispense(pressure=100),Fri Sep 15 11:43:42 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:43:42 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:43:44 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 11:43:46 2023,
close_valve(channel=0),Fri Sep 15 11:43:50 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 11:43:51 2023,
dispense(pressure=100),Fri Sep 15 11:43:58 2023,
set_pressure(pressure=100; direction=1),Fri Sep 15 11:43:58 2023,
set_pressure(pressure=0; direction=1),Fri Sep 15 11:44:10 2023,
set_pressure(pressure=-100; direction=None),Fri Sep 15 11:44:13 2023,
close_valve(channel=0),Fri Sep 15 11:44:16 2023,
set_pressure(pressure=0; direction=2),Fri Sep 15 11:44:17 2023,
