Seyonic Pipettor Initializing...,Tue Oct  3 10:15:03 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:19:36 2023,
dispense(pressure=100),Tue Oct  3 10:19:41 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:19:41 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:19:43 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:19:52 2023,
close_valve(channel=0),Tue Oct  3 10:19:56 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:19:57 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:20:02 2023,
close_valve(channel=0),Tue Oct  3 10:20:03 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:20:04 2023,
dispense(pressure=100),Tue Oct  3 10:20:58 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:20:58 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:21:00 2023,
dispense(pressure=100),Tue Oct  3 10:21:07 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:21:07 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:21:09 2023,
dispense(pressure=100),Tue Oct  3 10:21:16 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:21:16 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:21:19 2023,
dispense(pressure=100),Tue Oct  3 10:21:26 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:21:26 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:21:28 2023,
dispense(pressure=100),Tue Oct  3 10:21:35 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:21:35 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:21:38 2023,
dispense(pressure=100),Tue Oct  3 10:21:48 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:21:48 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:21:51 2023,
dispense(pressure=100),Tue Oct  3 10:21:56 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:21:56 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:21:58 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:22:06 2023,
close_valve(channel=0),Tue Oct  3 10:22:11 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:22:12 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:22:16 2023,
close_valve(channel=0),Tue Oct  3 10:22:18 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:22:19 2023,
dispense(pressure=100),Tue Oct  3 10:23:12 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:23:12 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:23:14 2023,
dispense(pressure=100),Tue Oct  3 10:23:21 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:23:21 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:23:24 2023,
dispense(pressure=100),Tue Oct  3 10:23:31 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:23:31 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:23:33 2023,
dispense(pressure=100),Tue Oct  3 10:23:40 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:23:40 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:23:42 2023,
dispense(pressure=100),Tue Oct  3 10:23:49 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:23:49 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:23:52 2023,
dispense(pressure=100),Tue Oct  3 10:24:03 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:24:03 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:24:05 2023,
dispense(pressure=100),Tue Oct  3 10:24:10 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:24:10 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:24:12 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:24:20 2023,
close_valve(channel=0),Tue Oct  3 10:24:25 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:24:26 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:24:31 2023,
close_valve(channel=0),Tue Oct  3 10:24:32 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:24:33 2023,
dispense(pressure=100),Tue Oct  3 10:25:26 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:25:26 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:25:28 2023,
dispense(pressure=100),Tue Oct  3 10:25:35 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:25:35 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:25:38 2023,
dispense(pressure=100),Tue Oct  3 10:25:45 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:25:45 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:25:47 2023,
dispense(pressure=100),Tue Oct  3 10:25:54 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:25:54 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:25:56 2023,
dispense(pressure=100),Tue Oct  3 10:26:03 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:26:03 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:26:06 2023,
dispense(pressure=100),Tue Oct  3 10:26:17 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:26:17 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:26:19 2023,
dispense(pressure=100),Tue Oct  3 10:26:24 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:26:24 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:26:26 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:26:35 2023,
close_valve(channel=0),Tue Oct  3 10:26:39 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:26:40 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:26:45 2023,
close_valve(channel=0),Tue Oct  3 10:26:46 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:26:47 2023,
dispense(pressure=100),Tue Oct  3 10:27:40 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:27:40 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:27:43 2023,
dispense(pressure=100),Tue Oct  3 10:27:50 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:27:50 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:27:52 2023,
dispense(pressure=100),Tue Oct  3 10:27:59 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:27:59 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:28:01 2023,
dispense(pressure=100),Tue Oct  3 10:28:08 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:28:08 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:28:11 2023,
dispense(pressure=100),Tue Oct  3 10:28:18 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:28:18 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:28:20 2023,
dispense(pressure=100),Tue Oct  3 10:28:31 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:28:31 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:28:33 2023,
dispense(pressure=100),Tue Oct  3 10:28:38 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:28:38 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:28:40 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:28:49 2023,
close_valve(channel=0),Tue Oct  3 10:28:53 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:28:55 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:28:59 2023,
close_valve(channel=0),Tue Oct  3 10:29:00 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:29:01 2023,
dispense(pressure=100),Tue Oct  3 10:29:54 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:29:54 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:29:57 2023,
dispense(pressure=100),Tue Oct  3 10:30:04 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:30:04 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:30:06 2023,
dispense(pressure=100),Tue Oct  3 10:30:13 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:30:13 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:30:15 2023,
dispense(pressure=100),Tue Oct  3 10:30:23 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:30:23 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:30:25 2023,
dispense(pressure=100),Tue Oct  3 10:30:32 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:30:32 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:30:34 2023,
dispense(pressure=100),Tue Oct  3 10:30:45 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:30:45 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:30:48 2023,
dispense(pressure=100),Tue Oct  3 10:30:53 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:30:53 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:30:55 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:31:03 2023,
close_valve(channel=0),Tue Oct  3 10:31:08 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:31:09 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:31:14 2023,
close_valve(channel=0),Tue Oct  3 10:31:15 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:31:16 2023,
dispense(pressure=100),Tue Oct  3 10:32:09 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:32:09 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:32:11 2023,
dispense(pressure=100),Tue Oct  3 10:32:18 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:32:18 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:32:21 2023,
dispense(pressure=100),Tue Oct  3 10:32:28 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:32:28 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:32:30 2023,
dispense(pressure=100),Tue Oct  3 10:32:37 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:32:37 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:32:39 2023,
dispense(pressure=100),Tue Oct  3 10:32:46 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:32:46 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:32:49 2023,
dispense(pressure=100),Tue Oct  3 10:33:00 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:33:00 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:33:02 2023,
dispense(pressure=100),Tue Oct  3 10:33:07 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:33:07 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:33:09 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:33:18 2023,
close_valve(channel=0),Tue Oct  3 10:33:22 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:33:23 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:33:28 2023,
close_valve(channel=0),Tue Oct  3 10:33:29 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:33:30 2023,
dispense(pressure=100),Tue Oct  3 10:34:23 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:34:23 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:34:25 2023,
dispense(pressure=100),Tue Oct  3 10:34:32 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:34:32 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:34:35 2023,
dispense(pressure=100),Tue Oct  3 10:34:42 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:34:42 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:34:44 2023,
dispense(pressure=100),Tue Oct  3 10:34:51 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:34:51 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:34:54 2023,
dispense(pressure=100),Tue Oct  3 10:35:01 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:35:01 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:35:03 2023,
dispense(pressure=100),Tue Oct  3 10:35:14 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:35:14 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:35:16 2023,
dispense(pressure=100),Tue Oct  3 10:35:21 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:35:21 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:35:23 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:35:25 2023,
close_valve(channel=0),Tue Oct  3 10:35:29 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:35:30 2023,
dispense(pressure=100),Tue Oct  3 10:35:37 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:35:37 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:35:41 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:35:44 2023,
close_valve(channel=0),Tue Oct  3 10:35:48 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:35:49 2023,
dispense(pressure=100),Tue Oct  3 10:35:51 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:35:51 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:35:54 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:35:56 2023,
close_valve(channel=0),Tue Oct  3 10:36:00 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:36:01 2023,
dispense(pressure=100),Tue Oct  3 10:36:03 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:36:03 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:36:06 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:36:09 2023,
close_valve(channel=0),Tue Oct  3 10:36:13 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:36:14 2023,
dispense(pressure=100),Tue Oct  3 10:36:16 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:36:16 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:36:20 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:36:23 2023,
close_valve(channel=0),Tue Oct  3 10:36:26 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:36:27 2023,
dispense(pressure=100),Tue Oct  3 10:36:35 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:36:35 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:36:39 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:39:03 2023,
close_valve(channel=0),Tue Oct  3 10:39:08 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:39:09 2023,
dispense(pressure=100),Tue Oct  3 10:39:18 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:39:18 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:39:22 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:39:56 2023,
close_valve(channel=0),Tue Oct  3 10:39:58 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:39:59 2023,
dispense(pressure=100),Tue Oct  3 10:40:08 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:40:08 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:40:10 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:40:22 2023,
close_valve(channel=0),Tue Oct  3 10:40:24 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:40:25 2023,
dispense(pressure=100),Tue Oct  3 10:40:26 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:40:26 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:40:29 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:40:31 2023,
close_valve(channel=0),Tue Oct  3 10:40:33 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:40:34 2023,
dispense(pressure=100),Tue Oct  3 10:40:35 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:40:35 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:40:38 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:40:40 2023,
close_valve(channel=0),Tue Oct  3 10:40:41 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:40:43 2023,
dispense(pressure=100),Tue Oct  3 10:40:44 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:40:44 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:40:46 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:41:09 2023,
close_valve(channel=0),Tue Oct  3 10:41:10 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:41:11 2023,
dispense(pressure=100),Tue Oct  3 10:41:12 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:41:12 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:41:14 2023,
dispense(pressure=100),Tue Oct  3 10:41:37 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:41:37 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:41:40 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:43:46 2023,
close_valve(channel=0),Tue Oct  3 10:43:48 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:43:49 2023,
dispense(pressure=100),Tue Oct  3 10:43:58 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:43:58 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:44:01 2023,
dispense(pressure=100),Tue Oct  3 10:44:08 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:44:08 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:44:10 2023,
dispense(pressure=100),Tue Oct  3 10:44:17 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:44:18 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:44:20 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:44:29 2023,
close_valve(channel=0),Tue Oct  3 10:44:32 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:44:33 2023,
dispense(pressure=100),Tue Oct  3 10:44:42 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:44:42 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:44:46 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:44:48 2023,
close_valve(channel=0),Tue Oct  3 10:44:50 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:44:51 2023,
dispense(pressure=100),Tue Oct  3 10:44:52 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:44:52 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:44:56 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:45:08 2023,
close_valve(channel=0),Tue Oct  3 10:45:11 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:45:12 2023,
dispense(pressure=100),Tue Oct  3 10:45:21 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:45:21 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:45:25 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:45:57 2023,
close_valve(channel=0),Tue Oct  3 10:46:00 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:46:01 2023,
dispense(pressure=100),Tue Oct  3 10:46:10 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:46:10 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:46:14 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:46:26 2023,
close_valve(channel=0),Tue Oct  3 10:46:28 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:46:29 2023,
dispense(pressure=100),Tue Oct  3 10:46:30 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:46:30 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:46:34 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:46:46 2023,
close_valve(channel=0),Tue Oct  3 10:46:49 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:46:50 2023,
dispense(pressure=100),Tue Oct  3 10:46:59 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:46:59 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:47:03 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:47:37 2023,
close_valve(channel=0),Tue Oct  3 10:47:38 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:47:39 2023,
dispense(pressure=100),Tue Oct  3 10:47:49 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:47:49 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:47:51 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:48:03 2023,
close_valve(channel=0),Tue Oct  3 10:48:04 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:48:05 2023,
dispense(pressure=100),Tue Oct  3 10:48:16 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:48:16 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:48:18 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:54:00 2023,
close_valve(channel=0),Tue Oct  3 10:54:02 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:54:03 2023,
dispense(pressure=100),Tue Oct  3 10:54:13 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:54:13 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:54:15 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:54:17 2023,
close_valve(channel=0),Tue Oct  3 10:54:18 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:54:19 2023,
dispense(pressure=100),Tue Oct  3 10:54:20 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:54:20 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:54:22 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:54:25 2023,
close_valve(channel=0),Tue Oct  3 10:54:26 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:54:27 2023,
dispense(pressure=100),Tue Oct  3 10:54:28 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:54:28 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:54:30 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:54:32 2023,
close_valve(channel=0),Tue Oct  3 10:54:33 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:54:34 2023,
dispense(pressure=100),Tue Oct  3 10:54:35 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:54:35 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:54:37 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:54:39 2023,
close_valve(channel=0),Tue Oct  3 10:54:41 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:54:42 2023,
dispense(pressure=100),Tue Oct  3 10:54:43 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:54:43 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:54:45 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:54:47 2023,
close_valve(channel=0),Tue Oct  3 10:54:48 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:54:49 2023,
dispense(pressure=100),Tue Oct  3 10:54:50 2023,
set_pressure(pressure=100; direction=1),Tue Oct  3 10:54:50 2023,
set_pressure(pressure=0; direction=1),Tue Oct  3 10:54:52 2023,
set_pressure(pressure=-100; direction=None),Tue Oct  3 10:55:25 2023,
close_valve(channel=0),Tue Oct  3 10:55:26 2023,
set_pressure(pressure=0; direction=2),Tue Oct  3 10:55:27 2023,
dispense(pressure=100),Tue Oct  3 10:55:28 2023,
