Seyonic Pipettor Initializing...,Tue Aug  8 10:34:19 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 10:41:31 2023,
close_valve(channel=0),Tue Aug  8 10:41:32 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 10:41:33 2023,
dispense(pressure=100),Tue Aug  8 10:42:26 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:42:26 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:42:28 2023,
dispense(pressure=100),Tue Aug  8 10:42:35 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:42:35 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:42:38 2023,
dispense(pressure=100),Tue Aug  8 10:42:45 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:42:45 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:42:47 2023,
dispense(pressure=100),Tue Aug  8 10:42:54 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:42:54 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:42:56 2023,
dispense(pressure=100),Tue Aug  8 10:43:04 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:43:04 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:43:06 2023,
dispense(pressure=100),Tue Aug  8 10:43:17 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:43:17 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:43:19 2023,
dispense(pressure=100),Tue Aug  8 10:43:24 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:43:24 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:43:26 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 10:43:34 2023,
close_valve(channel=0),Tue Aug  8 10:43:39 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 10:43:40 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 10:43:45 2023,
close_valve(channel=0),Tue Aug  8 10:43:46 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 10:43:47 2023,
dispense(pressure=100),Tue Aug  8 10:44:40 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:44:40 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:44:42 2023,
dispense(pressure=100),Tue Aug  8 10:44:49 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:44:49 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:44:51 2023,
dispense(pressure=100),Tue Aug  8 10:44:59 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:44:59 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:45:01 2023,
dispense(pressure=100),Tue Aug  8 10:45:08 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:45:08 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:45:10 2023,
dispense(pressure=100),Tue Aug  8 10:45:17 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:45:17 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:45:20 2023,
dispense(pressure=100),Tue Aug  8 10:45:31 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:45:31 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:45:33 2023,
dispense(pressure=100),Tue Aug  8 10:45:38 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:45:38 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:45:40 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 10:45:49 2023,
close_valve(channel=0),Tue Aug  8 10:45:53 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 10:45:54 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 10:45:59 2023,
close_valve(channel=0),Tue Aug  8 10:46:00 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 10:46:01 2023,
dispense(pressure=100),Tue Aug  8 10:46:54 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:46:54 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:46:57 2023,
dispense(pressure=100),Tue Aug  8 10:47:04 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:47:04 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:47:06 2023,
dispense(pressure=100),Tue Aug  8 10:47:13 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:47:13 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:47:15 2023,
dispense(pressure=100),Tue Aug  8 10:47:22 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:47:22 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:47:25 2023,
dispense(pressure=100),Tue Aug  8 10:47:32 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:47:32 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:47:34 2023,
dispense(pressure=100),Tue Aug  8 10:47:45 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:47:45 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:47:47 2023,
dispense(pressure=100),Tue Aug  8 10:47:53 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:47:53 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:47:54 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 10:48:03 2023,
close_valve(channel=0),Tue Aug  8 10:48:08 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 10:48:09 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 10:48:13 2023,
close_valve(channel=0),Tue Aug  8 10:48:14 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 10:48:15 2023,
dispense(pressure=100),Tue Aug  8 10:49:09 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:49:09 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:49:11 2023,
dispense(pressure=100),Tue Aug  8 10:49:18 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:49:18 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:49:20 2023,
dispense(pressure=100),Tue Aug  8 10:49:27 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:49:27 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:49:30 2023,
dispense(pressure=100),Tue Aug  8 10:49:37 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:49:37 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:49:39 2023,
dispense(pressure=100),Tue Aug  8 10:49:46 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:49:46 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:49:49 2023,
dispense(pressure=100),Tue Aug  8 10:49:59 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:49:59 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:50:02 2023,
dispense(pressure=100),Tue Aug  8 10:50:07 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:50:07 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:50:09 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 10:50:17 2023,
close_valve(channel=0),Tue Aug  8 10:50:22 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 10:50:23 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 10:50:28 2023,
close_valve(channel=0),Tue Aug  8 10:50:29 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 10:50:30 2023,
dispense(pressure=100),Tue Aug  8 10:51:23 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:51:23 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:51:25 2023,
dispense(pressure=100),Tue Aug  8 10:51:32 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:51:32 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:51:34 2023,
dispense(pressure=100),Tue Aug  8 10:51:42 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:51:42 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:51:44 2023,
dispense(pressure=100),Tue Aug  8 10:51:51 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:51:51 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:51:53 2023,
dispense(pressure=100),Tue Aug  8 10:52:00 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:52:00 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:52:03 2023,
dispense(pressure=100),Tue Aug  8 10:52:13 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:52:13 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:52:15 2023,
dispense(pressure=100),Tue Aug  8 10:52:20 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:52:20 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:52:22 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 10:52:31 2023,
close_valve(channel=0),Tue Aug  8 10:52:35 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 10:52:37 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 10:52:42 2023,
close_valve(channel=0),Tue Aug  8 10:52:43 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 10:52:44 2023,
dispense(pressure=100),Tue Aug  8 10:53:37 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:53:37 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:53:39 2023,
dispense(pressure=100),Tue Aug  8 10:53:46 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:53:46 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:53:48 2023,
dispense(pressure=100),Tue Aug  8 10:53:56 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:53:56 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:53:58 2023,
dispense(pressure=100),Tue Aug  8 10:54:05 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:54:05 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:54:07 2023,
dispense(pressure=100),Tue Aug  8 10:54:15 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:54:15 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:54:17 2023,
dispense(pressure=100),Tue Aug  8 10:54:28 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:54:28 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:54:30 2023,
dispense(pressure=100),Tue Aug  8 10:54:35 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:54:35 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:54:37 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 10:54:39 2023,
close_valve(channel=0),Tue Aug  8 10:54:43 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 10:54:44 2023,
dispense(pressure=100),Tue Aug  8 10:54:51 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:54:51 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:54:55 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 10:54:58 2023,
close_valve(channel=0),Tue Aug  8 10:55:02 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 10:55:03 2023,
dispense(pressure=100),Tue Aug  8 10:55:05 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:55:05 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:55:08 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 10:55:10 2023,
close_valve(channel=0),Tue Aug  8 10:55:14 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 10:55:15 2023,
dispense(pressure=100),Tue Aug  8 10:55:16 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:55:16 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:55:20 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 10:55:23 2023,
close_valve(channel=0),Tue Aug  8 10:55:26 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 10:55:27 2023,
dispense(pressure=100),Tue Aug  8 10:55:29 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:55:29 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:55:33 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 10:55:36 2023,
close_valve(channel=0),Tue Aug  8 10:55:40 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 10:55:41 2023,
dispense(pressure=100),Tue Aug  8 10:55:49 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:55:49 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:55:53 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 10:58:17 2023,
close_valve(channel=0),Tue Aug  8 10:58:21 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 10:58:22 2023,
dispense(pressure=100),Tue Aug  8 10:58:31 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:58:31 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:58:35 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 10:59:07 2023,
close_valve(channel=0),Tue Aug  8 10:59:10 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 10:59:11 2023,
dispense(pressure=100),Tue Aug  8 10:59:19 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:59:19 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:59:22 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 10:59:34 2023,
close_valve(channel=0),Tue Aug  8 10:59:36 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 10:59:37 2023,
dispense(pressure=100),Tue Aug  8 10:59:38 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:59:38 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:59:41 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 10:59:43 2023,
close_valve(channel=0),Tue Aug  8 10:59:44 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 10:59:45 2023,
dispense(pressure=100),Tue Aug  8 10:59:46 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:59:46 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:59:49 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 10:59:51 2023,
close_valve(channel=0),Tue Aug  8 10:59:53 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 10:59:54 2023,
dispense(pressure=100),Tue Aug  8 10:59:55 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 10:59:55 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 10:59:58 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:00:20 2023,
close_valve(channel=0),Tue Aug  8 11:00:22 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:00:23 2023,
dispense(pressure=100),Tue Aug  8 11:00:24 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:00:24 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:00:26 2023,
dispense(pressure=100),Tue Aug  8 11:00:49 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:00:49 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:00:51 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:02:57 2023,
close_valve(channel=0),Tue Aug  8 11:03:00 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:03:01 2023,
dispense(pressure=100),Tue Aug  8 11:03:10 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:03:10 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:03:13 2023,
dispense(pressure=100),Tue Aug  8 11:03:20 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:03:20 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:03:22 2023,
dispense(pressure=100),Tue Aug  8 11:03:29 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:03:29 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:03:31 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:03:41 2023,
close_valve(channel=0),Tue Aug  8 11:03:44 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:03:45 2023,
dispense(pressure=100),Tue Aug  8 11:03:53 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:03:53 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:03:57 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:03:59 2023,
close_valve(channel=0),Tue Aug  8 11:04:02 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:04:03 2023,
dispense(pressure=100),Tue Aug  8 11:04:04 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:04:04 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:04:07 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:04:19 2023,
close_valve(channel=0),Tue Aug  8 11:04:22 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:04:23 2023,
dispense(pressure=100),Tue Aug  8 11:04:33 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:04:33 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:04:36 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:05:07 2023,
close_valve(channel=0),Tue Aug  8 11:05:10 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:05:11 2023,
dispense(pressure=100),Tue Aug  8 11:05:20 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:05:20 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:05:24 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:05:36 2023,
close_valve(channel=0),Tue Aug  8 11:05:38 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:05:39 2023,
dispense(pressure=100),Tue Aug  8 11:05:40 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:05:40 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:05:44 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:05:56 2023,
close_valve(channel=0),Tue Aug  8 11:05:59 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:06:00 2023,
dispense(pressure=100),Tue Aug  8 11:06:09 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:06:09 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:06:13 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:06:46 2023,
close_valve(channel=0),Tue Aug  8 11:06:47 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:06:48 2023,
dispense(pressure=100),Tue Aug  8 11:06:58 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:06:58 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:07:00 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:07:12 2023,
close_valve(channel=0),Tue Aug  8 11:07:13 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:07:14 2023,
dispense(pressure=100),Tue Aug  8 11:07:24 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:07:24 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:07:26 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:13:09 2023,
close_valve(channel=0),Tue Aug  8 11:13:10 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:13:11 2023,
dispense(pressure=100),Tue Aug  8 11:13:21 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:13:21 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:13:23 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:13:25 2023,
close_valve(channel=0),Tue Aug  8 11:13:27 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:13:28 2023,
dispense(pressure=100),Tue Aug  8 11:13:29 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:13:29 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:13:31 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:13:33 2023,
close_valve(channel=0),Tue Aug  8 11:13:34 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:13:35 2023,
dispense(pressure=100),Tue Aug  8 11:13:36 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:13:36 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:13:38 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:13:40 2023,
close_valve(channel=0),Tue Aug  8 11:13:42 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:13:43 2023,
dispense(pressure=100),Tue Aug  8 11:13:44 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:13:44 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:13:46 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:13:48 2023,
close_valve(channel=0),Tue Aug  8 11:13:49 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:13:50 2023,
dispense(pressure=100),Tue Aug  8 11:13:51 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:13:51 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:13:53 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:13:55 2023,
close_valve(channel=0),Tue Aug  8 11:13:56 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:13:57 2023,
dispense(pressure=100),Tue Aug  8 11:13:59 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:13:59 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:14:01 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:14:33 2023,
close_valve(channel=0),Tue Aug  8 11:14:34 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:14:35 2023,
dispense(pressure=100),Tue Aug  8 11:14:37 2023,
