Seyonic Pipettor Initializing...,Tue Aug  8 11:29:49 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:33:53 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:33:56 2023,
close_valve(channel=0),Tue Aug  8 11:33:58 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:33:59 2023,
dispense(pressure=100),Tue Aug  8 11:34:01 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:34:01 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:34:03 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:34:06 2023,
close_valve(channel=0),Tue Aug  8 11:34:08 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:34:09 2023,
dispense(pressure=100),Tue Aug  8 11:34:11 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:34:11 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:34:14 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:34:17 2023,
close_valve(channel=0),Tue Aug  8 11:34:19 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:34:20 2023,
dispense(pressure=100),Tue Aug  8 11:34:22 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:34:22 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:34:24 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:34:27 2023,
close_valve(channel=0),Tue Aug  8 11:34:29 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:34:30 2023,
dispense(pressure=100),Tue Aug  8 11:34:32 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:34:32 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:34:35 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:34:38 2023,
close_valve(channel=0),Tue Aug  8 11:34:40 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:34:41 2023,
dispense(pressure=100),Tue Aug  8 11:34:43 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:34:43 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:34:45 2023,
dispense(pressure=100),Tue Aug  8 11:34:51 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:34:51 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:34:53 2023,
dispense(pressure=100),Tue Aug  8 11:34:57 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:34:57 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:34:59 2023,
dispense(pressure=100),Tue Aug  8 11:35:03 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:35:03 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:35:06 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:35:41 2023,
close_valve(channel=0),Tue Aug  8 11:35:43 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:35:44 2023,
dispense(pressure=100),Tue Aug  8 11:35:46 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:35:46 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:35:49 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:35:52 2023,
close_valve(channel=0),Tue Aug  8 11:35:54 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:35:55 2023,
dispense(pressure=100),Tue Aug  8 11:35:57 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:35:57 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:36:00 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:36:03 2023,
close_valve(channel=0),Tue Aug  8 11:36:04 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:36:06 2023,
dispense(pressure=100),Tue Aug  8 11:36:07 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:36:07 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:36:11 2023,
dispense(pressure=100),Tue Aug  8 11:36:16 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:36:16 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:36:18 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:38:51 2023,
close_valve(channel=0),Tue Aug  8 11:38:53 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:38:54 2023,
dispense(pressure=100),Tue Aug  8 11:39:03 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:39:03 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:39:07 2023,
dispense(pressure=100),Tue Aug  8 11:39:12 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:39:12 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:39:14 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:39:26 2023,
close_valve(channel=0),Tue Aug  8 11:39:28 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:39:29 2023,
dispense(pressure=100),Tue Aug  8 11:39:41 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:39:41 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:39:43 2023,
dispense(pressure=100),Tue Aug  8 11:39:47 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:39:47 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:39:50 2023,
dispense(pressure=100),Tue Aug  8 11:39:54 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:39:54 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:39:56 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:39:59 2023,
close_valve(channel=0),Tue Aug  8 11:40:01 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:40:02 2023,
dispense(pressure=200),Tue Aug  8 11:40:08 2023,
set_pressure(pressure=200; direction=1),Tue Aug  8 11:40:08 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:40:10 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:40:17 2023,
close_valve(channel=0),Tue Aug  8 11:40:19 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:40:20 2023,
dispense(pressure=200),Tue Aug  8 11:40:26 2023,
set_pressure(pressure=200; direction=1),Tue Aug  8 11:40:26 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:40:28 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:40:35 2023,
close_valve(channel=0),Tue Aug  8 11:40:37 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:40:38 2023,
dispense(pressure=200),Tue Aug  8 11:40:44 2023,
set_pressure(pressure=200; direction=1),Tue Aug  8 11:40:44 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:40:46 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:40:53 2023,
close_valve(channel=0),Tue Aug  8 11:40:55 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:40:56 2023,
dispense(pressure=200),Tue Aug  8 11:41:02 2023,
set_pressure(pressure=200; direction=1),Tue Aug  8 11:41:02 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:41:04 2023,
dispense(pressure=100),Tue Aug  8 11:41:14 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:41:14 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:41:16 2023,
dispense(pressure=100),Tue Aug  8 11:41:20 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:41:20 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:41:22 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:47:50 2023,
close_valve(channel=0),Tue Aug  8 11:47:52 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:47:53 2023,
dispense(pressure=100),Tue Aug  8 11:48:03 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:48:03 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:48:06 2023,
dispense(pressure=100),Tue Aug  8 11:48:10 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:48:10 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:48:12 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:48:24 2023,
close_valve(channel=0),Tue Aug  8 11:48:26 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:48:27 2023,
dispense(pressure=100),Tue Aug  8 11:48:37 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:48:37 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:48:40 2023,
dispense(pressure=100),Tue Aug  8 11:48:44 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:48:44 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:48:46 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:49:18 2023,
close_valve(channel=0),Tue Aug  8 11:49:19 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:49:20 2023,
dispense(pressure=100),Tue Aug  8 11:49:29 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:49:29 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:49:32 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:49:54 2023,
close_valve(channel=0),Tue Aug  8 11:49:56 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:49:57 2023,
dispense(pressure=100),Tue Aug  8 11:50:06 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:50:06 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:50:08 2023,
dispense(pressure=100),Tue Aug  8 11:50:12 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:50:12 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:50:14 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:50:24 2023,
close_valve(channel=0),Tue Aug  8 11:50:25 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:50:26 2023,
dispense(pressure=100),Tue Aug  8 11:50:35 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:50:35 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:50:38 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:51:00 2023,
close_valve(channel=0),Tue Aug  8 11:51:02 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:51:03 2023,
dispense(pressure=100),Tue Aug  8 11:51:12 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:51:12 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:51:15 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:51:48 2023,
close_valve(channel=2),Tue Aug  8 11:51:48 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:51:50 2023,
close_valve(channel=0),Tue Aug  8 11:51:50 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:51:51 2023,
dispense(pressure=100),Tue Aug  8 11:52:01 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:52:01 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:52:03 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:52:15 2023,
close_valve(channel=0),Tue Aug  8 11:52:16 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:52:17 2023,
dispense(pressure=100),Tue Aug  8 11:52:27 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:52:27 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:52:29 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:56:03 2023,
close_valve(channel=0),Tue Aug  8 11:56:04 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:56:05 2023,
dispense(pressure=100),Tue Aug  8 11:56:15 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:56:15 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:56:17 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:56:19 2023,
close_valve(channel=0),Tue Aug  8 11:56:21 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:56:22 2023,
dispense(pressure=100),Tue Aug  8 11:56:23 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:56:23 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:56:25 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:56:27 2023,
close_valve(channel=0),Tue Aug  8 11:56:28 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:56:29 2023,
dispense(pressure=100),Tue Aug  8 11:56:30 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:56:30 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:56:32 2023,
set_pressure(pressure=-100; direction=None),Tue Aug  8 11:56:34 2023,
close_valve(channel=0),Tue Aug  8 11:56:35 2023,
set_pressure(pressure=0; direction=2),Tue Aug  8 11:56:36 2023,
dispense(pressure=100),Tue Aug  8 11:56:37 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:56:37 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:56:39 2023,
dispense(pressure=100),Tue Aug  8 11:57:44 2023,
set_pressure(pressure=100; direction=1),Tue Aug  8 11:57:44 2023,
set_pressure(pressure=0; direction=1),Tue Aug  8 11:57:46 2023,
